Tanggal,Tahun,Bulan,NamaBulan,Minggu,PKS,KodePKS,Wilayah,KapasitasPKS_TonPerJam,TBS_Olah_Ton,JamOlah,KapasitasTerpakai_Persen,CPO_Ton,PK_Ton,OER_Persen,KER_Persen,TargetOER_Persen,GapOER_Persen,TotalOilLoss_Persen,TotalKernelLoss_Persen,ALB_CPO_Persen,KadarAir_CPO_Persen,KadarKotoran_CPO_Persen,JanjangMentahRata2_Persen,RestanTBSRata2_Jam,Downtime_Jam,NilaiCPO_Rp,PotensiKehilanganOER_Rp
2026-06-02,2026,6,Jun,23,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,709.0,18.9,83.4,145.49,29.57,20.52,4.17,23.2,-2.68,3.333,1.97,2.76,0.214,0.0183,2.84,18.1,3.5,2025802760,264572708
2026-06-03,2026,6,Jun,23,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,642.2,14.9,95.8,131.72,26.33,20.51,4.1,23.2,-2.69,3.369,2.139,2.78,0.194,0.0194,2.61,16.6,5.1,1834069280,240539606
2026-06-04,2026,6,Jun,23,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,648.1,15.7,91.7,135.52,27.35,20.91,4.22,23.2,-2.29,2.973,2.024,3.01,0.147,0.0171,3.08,15.1,3.5,1886980480,206652906
2026-06-05,2026,6,Jun,23,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,638.9,15.3,92.8,131.42,26.13,20.57,4.09,23.2,-2.63,3.418,2.051,2.89,0.192,0.0219,2.63,20.2,4.6,1829892079,233965946
2026-06-06,2026,6,Jun,23,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,697.7,16.7,92.8,143.94,29.51,20.63,4.23,23.2,-2.57,3.225,2.002,2.69,0.155,0.017,3.41,14.3,3.5,2004220560,249669712
2026-06-08,2026,6,Jun,24,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,665.7,16.4,90.2,137.87,28.09,20.71,4.22,23.2,-2.49,3.177,1.981,2.88,0.184,0.0172,2.66,17.4,5.0,1919701880,230803249
2026-06-09,2026,6,Jun,24,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,647.6,15.4,93.4,134.38,27.52,20.75,4.25,23.2,-2.45,3.247,2.044,2.67,0.164,0.024,3.12,16.0,3.0,1871107120,220920968
2026-06-10,2026,6,Jun,24,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,675.2,18.0,83.4,139.56,27.95,20.67,4.14,23.2,-2.53,3.267,2.205,2.61,0.207,0.0122,3.04,16.0,4.2,1943233440,237857565
2026-06-11,2026,6,Jun,24,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,709.0,17.6,89.5,147.05,30.13,20.74,4.25,23.2,-2.46,3.214,2.0,2.85,0.188,0.0128,2.52,14.6,3.0,2047524200,242854053
2026-06-12,2026,6,Jun,24,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,700.7,16.0,97.3,144.83,29.29,20.67,4.18,23.2,-2.53,3.22,2.141,3.02,0.184,0.0155,2.81,17.5,4.4,2016612920,246840634
2026-06-13,2026,6,Jun,24,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,704.8,18.4,85.1,147.44,30.24,20.92,4.29,23.2,-2.28,3.039,1.889,2.72,0.177,0.0245,3.07,15.9,5.2,2052954560,223750882
2026-06-15,2026,6,Jun,25,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,671.3,15.6,95.6,140.44,28.66,20.92,4.27,23.2,-2.28,3.202,1.876,2.79,0.168,0.0261,3.26,16.2,3.2,1955486560,213115731
2026-06-16,2026,6,Jun,25,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,672.9,18.0,83.1,140.37,28.33,20.86,4.21,23.2,-2.34,3.152,2.048,2.66,0.186,0.0296,2.97,14.5,3.7,1954511880,219245354
2026-06-17,2026,6,Jun,25,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,657.2,16.1,90.7,137.22,27.47,20.88,4.18,23.2,-2.32,3.049,2.195,2.7,0.19,0.0206,3.46,16.0,3.7,1910651280,212299784
2026-06-18,2026,6,Jun,25,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,633.5,16.4,85.8,131.39,26.16,20.74,4.13,23.2,-2.46,3.021,1.926,2.9,0.168,0.0188,3.01,17.8,1.8,1829474359,216993008
2026-06-19,2026,6,Jun,25,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,656.8,16.2,90.1,134.64,28.24,20.5,4.3,23.2,-2.7,3.261,1.907,2.92,0.188,0.0234,2.78,15.6,2.6,1874727359,246922646
2026-06-20,2026,6,Jun,25,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,711.8,17.5,90.4,146.99,30.54,20.65,4.29,23.2,-2.55,3.149,2.048,2.55,0.194,0.0223,3.86,15.9,4.7,2046688760,252733131
2026-06-22,2026,6,Jun,26,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,701.5,17.0,91.7,146.47,29.95,20.88,4.27,23.2,-2.32,3.154,1.951,2.69,0.145,0.0217,2.63,15.4,4.7,2039448280,226610315
2026-06-23,2026,6,Jun,26,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,720.3,16.5,97.0,149.97,31.33,20.82,4.35,23.2,-2.38,3.075,1.989,2.66,0.224,0.0173,2.73,13.9,1.8,2088182280,238701081
2026-06-24,2026,6,Jun,26,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,711.2,18.1,87.3,147.72,29.59,20.77,4.16,23.2,-2.43,3.153,2.083,2.9,0.145,0.0142,3.27,15.1,2.3,2056853280,240636795
2026-06-25,2026,6,Jun,26,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,675.2,16.4,91.5,138.89,28.16,20.57,4.17,23.2,-2.63,3.112,1.99,2.49,0.184,0.0179,3.27,16.0,2.8,1933904359,247259050
2026-06-26,2026,6,Jun,26,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,701.0,15.9,98.0,144.55,29.23,20.62,4.17,23.2,-2.58,3.174,2.08,2.9,0.185,0.0171,3.46,18.7,4.1,2012714200,251826679
2026-06-27,2026,6,Jun,26,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,668.4,15.7,94.6,138.43,27.87,20.71,4.17,23.2,-2.49,3.246,2.031,3.03,0.149,0.0228,2.92,14.6,3.3,1927499320,231739359
2026-06-29,2026,6,Jun,27,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,652.0,16.2,89.4,135.16,26.47,20.73,4.06,23.2,-2.47,3.278,2.098,2.85,0.229,0.0155,2.63,12.3,3.5,1881967840,224237665
2026-06-30,2026,6,Jun,27,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,690.8,17.1,89.8,142.93,29.01,20.69,4.2,23.2,-2.51,3.292,2.043,2.83,0.163,0.018,3.34,17.5,2.2,1990157320,241429349
2026-07-01,2026,7,Jul,27,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,612.6,15.1,90.2,123.87,25.79,20.22,4.21,23.2,-2.98,3.48,2.106,2.98,0.149,0.0172,3.22,16.3,3.3,1726376190,254426624
2026-07-02,2026,7,Jul,27,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,657.2,17.3,84.4,134.13,26.75,20.41,4.07,23.2,-2.79,3.395,2.268,2.77,0.161,0.0086,3.13,17.3,4.0,1869369810,255547159
2026-07-03,2026,7,Jul,27,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,624.8,14.8,93.8,126.4,26.55,20.23,4.25,23.2,-2.97,3.511,2.179,2.96,0.179,0.0181,2.9,17.4,3.7,1761636800,258622776
2026-07-04,2026,7,Jul,27,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,636.0,16.8,84.1,128.47,26.39,20.2,4.15,23.2,-3.0,3.559,2.245,2.76,0.182,0.0147,3.07,16.2,4.8,1790486390,265917959
2026-07-06,2026,7,Jul,28,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,624.2,15.3,90.7,127.65,25.53,20.45,4.09,23.2,-2.75,3.47,2.093,3.08,0.13,0.0124,3.4,17.6,2.7,1779058050,239235573
2026-07-07,2026,7,Jul,28,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,663.4,15.6,94.5,133.01,27.93,20.05,4.21,23.2,-3.15,3.532,2.062,2.73,0.161,0.0177,3.56,15.5,2.3,1853760369,291242882
2026-07-08,2026,7,Jul,28,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,602.0,14.1,94.9,121.84,24.68,20.24,4.1,23.2,-2.96,3.69,2.116,2.89,0.147,0.0096,3.16,17.1,4.0,1698084080,248346190
2026-07-09,2026,7,Jul,28,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,660.2,16.9,86.8,133.82,27.6,20.27,4.18,23.2,-2.93,3.452,2.206,2.9,0.185,0.018,2.9,16.3,2.9,1865049340,269595376
2026-07-10,2026,7,Jul,28,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,636.4,17.1,82.7,127.15,26.28,19.98,4.13,23.2,-3.22,3.553,2.2,2.84,0.162,0.0232,3.26,20.8,6.4,1772089550,285598118
2026-07-11,2026,7,Jul,28,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,655.1,16.8,86.7,133.97,27.19,20.45,4.15,23.2,-2.75,3.311,2.126,3.0,0.157,0.0192,3.43,17.7,4.0,1867139890,251078539
2026-07-13,2026,7,Jul,29,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,642.2,16.5,86.5,129.08,26.84,20.1,4.18,23.2,-3.1,3.591,2.145,2.71,0.17,0.0242,2.79,17.5,4.5,1798987960,277460583
2026-07-14,2026,7,Jul,29,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,641.3,15.6,91.4,131.4,26.49,20.49,4.13,23.2,-2.71,3.52,2.17,2.93,0.103,0.0184,2.01,15.7,3.9,1831321800,242214328
2026-07-15,2026,7,Jul,29,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,665.4,17.1,86.5,135.14,27.08,20.31,4.07,23.2,-2.89,3.539,2.142,2.9,0.101,0.0149,3.37,15.7,3.6,1883446179,268009346
2026-07-16,2026,7,Jul,29,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,666.1,15.3,96.7,135.82,27.44,20.39,4.12,23.2,-2.81,3.546,2.138,2.92,0.192,0.0132,3.46,15.9,3.8,1892923340,260864543
2026-07-17,2026,7,Jul,29,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,671.2,17.4,85.7,134.98,27.85,20.11,4.15,23.2,-3.09,3.629,2.178,2.98,0.111,0.0249,3.27,16.4,5.8,1881216259,289054494
2026-07-18,2026,7,Jul,29,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,674.0,16.4,91.3,136.75,28.38,20.29,4.21,23.2,-2.91,3.444,2.11,2.68,0.196,0.0243,3.5,17.1,3.8,1905884750,273351955
2026-07-20,2026,7,Jul,30,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,622.1,15.8,87.5,126.85,26.19,20.39,4.21,23.2,-2.81,3.62,2.151,3.03,0.152,0.0222,2.17,18.7,4.6,1767908450,243632836
2026-07-21,2026,7,Jul,30,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,653.4,16.4,88.5,131.92,26.53,20.19,4.06,23.2,-3.01,3.539,2.156,2.69,0.174,0.0192,3.08,14.7,3.9,1838569039,274103717
2026-07-22,2026,7,Jul,30,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,617.3,15.7,87.4,128.27,25.74,20.78,4.17,23.2,-2.42,3.237,2.185,2.89,0.177,0.0236,3.49,19.1,4.3,1787698990,208200104
2026-07-23,2026,7,Jul,30,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,605.8,14.6,92.2,123.76,24.66,20.43,4.07,23.2,-2.77,3.613,2.293,2.83,0.196,0.0168,2.81,17.5,3.6,1724843120,233872058
2026-07-24,2026,7,Jul,30,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,628.4,14.3,97.7,128.76,26.77,20.49,4.26,23.2,-2.71,3.469,2.082,2.84,0.18,0.0193,3.19,14.9,2.5,1794528119,237342092
2026-07-25,2026,7,Jul,30,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,634.5,15.2,92.8,128.99,26.97,20.33,4.25,23.2,-2.87,3.465,2.131,2.85,0.201,0.0208,3.25,18.0,4.4,1797733630,253794860
2026-07-27,2026,7,Jul,31,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,607.9,15.4,87.7,121.82,24.98,20.04,4.11,23.2,-3.16,3.509,2.051,2.7,0.146,0.0263,2.78,18.9,3.6,1697805340,267724752
2026-07-28,2026,7,Jul,31,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,674.2,15.5,96.7,136.66,28.38,20.27,4.21,23.2,-2.93,3.551,2.136,3.02,0.169,0.0163,3.15,18.9,3.4,1904630420,275312334
2026-07-29,2026,7,Jul,31,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,606.1,15.8,85.2,123.1,25.03,20.31,4.13,23.2,-2.89,3.712,2.261,2.69,0.178,0.0155,2.65,16.3,3.3,1715644700,244124533
2026-07-30,2026,7,Jul,31,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,681.7,16.1,94.1,137.98,28.43,20.24,4.17,23.2,-2.96,3.613,2.135,2.73,0.206,0.0205,3.13,14.1,2.1,1923027259,281225245
2026-07-31,2026,7,Jul,31,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,654.2,15.8,92.0,133.46,27.54,20.4,4.21,23.2,-2.8,3.505,2.117,2.89,0.164,0.015,3.18,15.2,5.7,1860032020,255292391
2026-01-01,2026,1,Jan,1,PKS Rokan Jaya,PKS-RKJ,Riau,60,580.3,10.8,89.6,132.83,26.46,22.89,4.56,23.2,-0.31,1.507,1.254,2.79,0.189,0.0214,2.22,12.2,2.1,1744722050,23628945
2026-01-02,2026,1,Jan,1,PKS Rokan Jaya,PKS-RKJ,Riau,60,618.3,10.9,94.5,142.27,28.69,23.01,4.64,23.2,-0.19,1.478,1.247,3.09,0.176,0.0175,2.56,14.7,0.7,1868716450,15430603
2026-01-03,2026,1,Jan,1,PKS Rokan Jaya,PKS-RKJ,Riau,60,612.4,11.9,85.8,140.24,28.29,22.9,4.62,23.2,-0.3,1.474,1.309,2.51,0.193,0.0155,2.84,12.9,0.1,1842052400,24131622
2026-01-05,2026,1,Jan,2,PKS Rokan Jaya,PKS-RKJ,Riau,60,545.1,10.3,88.2,123.9,25.51,22.73,4.68,23.2,-0.47,1.518,1.299,2.81,0.202,0.0161,1.57,14.9,1.1,1627426500,33651475
2026-01-06,2026,1,Jan,2,PKS Rokan Jaya,PKS-RKJ,Riau,60,570.0,11.1,85.6,130.47,26.39,22.89,4.63,23.2,-0.31,1.485,1.277,2.53,0.232,0.0206,2.57,10.4,2.1,1713723450,23209544
2026-01-07,2026,1,Jan,2,PKS Rokan Jaya,PKS-RKJ,Riau,60,609.9,10.6,95.9,139.42,28.36,22.86,4.65,23.2,-0.34,1.536,1.269,2.6,0.196,0.0148,2.93,12.2,2.5,1831281699,27237524
2026-01-08,2026,1,Jan,2,PKS Rokan Jaya,PKS-RKJ,Riau,60,566.0,11.1,85.0,127.41,26.6,22.51,4.7,23.2,-0.69,1.539,1.268,2.85,0.125,0.0159,3.05,14.5,1.0,1673530350,51297428
2026-01-09,2026,1,Jan,2,PKS Rokan Jaya,PKS-RKJ,Riau,60,539.5,9.2,97.7,123.49,25.36,22.89,4.7,23.2,-0.31,1.583,1.261,2.69,0.137,0.0162,2.92,14.5,0.0,1622041150,21967630
2026-01-10,2026,1,Jan,2,PKS Rokan Jaya,PKS-RKJ,Riau,60,593.4,11.5,86.0,133.87,27.24,22.56,4.59,23.2,-0.64,1.529,1.274,3.03,0.177,0.022,2.7,14.4,2.4,1758382450,49883577
2026-01-12,2026,1,Jan,3,PKS Rokan Jaya,PKS-RKJ,Riau,60,604.6,11.8,85.4,137.49,28.23,22.74,4.67,23.2,-0.46,1.591,1.27,2.76,0.135,0.0194,3.05,15.6,1.2,1805931150,36530536
2026-01-13,2026,1,Jan,3,PKS Rokan Jaya,PKS-RKJ,Riau,60,532.7,10.2,87.0,120.55,25.25,22.63,4.74,23.2,-0.57,1.62,1.155,2.82,0.179,0.0229,2.61,15.1,1.7,1583424250,39882982
2026-01-14,2026,1,Jan,3,PKS Rokan Jaya,PKS-RKJ,Riau,60,612.5,11.9,85.8,139.53,28.42,22.78,4.64,23.2,-0.42,1.526,1.202,2.75,0.198,0.0171,2.26,13.7,2.4,1832726550,33789787
2026-01-15,2026,1,Jan,3,PKS Rokan Jaya,PKS-RKJ,Riau,60,591.9,11.4,86.5,137.5,27.88,23.23,4.71,23.2,0.03,1.407,1.177,2.45,0.164,0.0166,1.98,16.6,0.1,1806062500,0
2026-01-16,2026,1,Jan,3,PKS Rokan Jaya,PKS-RKJ,Riau,60,587.0,10.0,97.8,135.48,27.35,23.08,4.66,23.2,-0.12,1.537,1.217,2.51,0.172,0.0265,1.79,13.0,0.4,1779529799,9252294
2026-01-17,2026,1,Jan,3,PKS Rokan Jaya,PKS-RKJ,Riau,60,583.5,11.1,87.6,132.34,27.02,22.68,4.63,23.2,-0.52,1.507,1.241,2.98,0.138,0.0215,3.11,16.7,2.6,1738285900,39854216
2026-01-19,2026,1,Jan,4,PKS Rokan Jaya,PKS-RKJ,Riau,60,570.5,11.2,84.9,131.04,26.3,22.97,4.61,23.2,-0.23,1.533,1.193,2.53,0.136,0.0228,2.03,11.4,1.0,1721210400,17235090
2026-01-20,2026,1,Jan,4,PKS Rokan Jaya,PKS-RKJ,Riau,60,643.6,11.9,90.1,147.77,30.25,22.96,4.7,23.2,-0.24,1.541,1.213,2.76,0.182,0.0163,2.59,13.9,0.0,1940958950,20288846
2026-01-21,2026,1,Jan,4,PKS Rokan Jaya,PKS-RKJ,Riau,60,567.4,9.8,96.5,129.71,26.1,22.86,4.6,23.2,-0.34,1.516,1.295,2.8,0.27,0.023,2.52,13.4,0.7,1703740850,25339516
2026-01-22,2026,1,Jan,4,PKS Rokan Jaya,PKS-RKJ,Riau,60,534.9,10.8,82.5,121.74,25.46,22.76,4.76,23.2,-0.44,1.595,1.191,2.74,0.172,0.0237,2.24,15.2,1.9,1599054900,30914010
2026-01-23,2026,1,Jan,4,PKS Rokan Jaya,PKS-RKJ,Riau,60,558.4,10.1,92.1,127.2,26.13,22.78,4.68,23.2,-0.42,1.531,1.203,2.63,0.163,0.0195,2.49,15.9,1.4,1670772000,30805252
2026-01-24,2026,1,Jan,4,PKS Rokan Jaya,PKS-RKJ,Riau,60,492.7,9.4,87.4,112.93,22.81,22.92,4.63,23.2,-0.28,1.506,1.265,2.69,0.152,0.0268,3.42,15.3,2.0,1483335550,18120520
2026-01-26,2026,1,Jan,5,PKS Rokan Jaya,PKS-RKJ,Riau,60,560.3,11.0,84.9,127.52,25.94,22.76,4.63,23.2,-0.44,1.553,1.235,2.98,0.122,0.0203,2.2,15.9,0.8,1674975200,32381978
2026-01-27,2026,1,Jan,5,PKS Rokan Jaya,PKS-RKJ,Riau,60,524.7,10.1,86.6,119.84,24.5,22.84,4.67,23.2,-0.36,1.481,1.153,2.9,0.16,0.0201,3.1,13.2,1.2,1574098400,24810964
2026-01-28,2026,1,Jan,5,PKS Rokan Jaya,PKS-RKJ,Riau,60,579.8,11.2,86.3,132.6,27.02,22.87,4.66,23.2,-0.33,1.527,1.259,2.81,0.154,0.0173,2.79,13.8,1.1,1741701000,25131720
2026-01-29,2026,1,Jan,5,PKS Rokan Jaya,PKS-RKJ,Riau,60,611.6,10.8,94.4,139.81,27.83,22.86,4.55,23.2,-0.34,1.558,1.314,2.79,0.169,0.021,2.34,14.0,2.5,1836404350,27313444
2026-01-30,2026,1,Jan,5,PKS Rokan Jaya,PKS-RKJ,Riau,60,577.9,11.7,82.3,132.11,26.76,22.86,4.63,23.2,-0.34,1.484,1.292,2.85,0.208,0.0123,2.23,14.4,0.7,1735264850,25808436
2026-01-31,2026,1,Jan,5,PKS Rokan Jaya,PKS-RKJ,Riau,60,573.7,10.1,94.7,131.72,26.45,22.96,4.61,23.2,-0.24,1.492,1.292,2.54,0.206,0.023,2.52,15.2,0.8,1730142200,18085318
2026-02-02,2026,2,Feb,6,PKS Rokan Jaya,PKS-RKJ,Riau,60,627.9,11.2,93.4,142.28,29.07,22.66,4.63,23.2,-0.54,1.628,1.342,2.88,0.131,0.0173,2.22,12.3,2.4,1863014320,44397302
2026-02-03,2026,2,Feb,6,PKS Rokan Jaya,PKS-RKJ,Riau,60,561.3,10.8,86.6,126.57,25.93,22.55,4.62,23.2,-0.65,1.535,1.285,2.65,0.095,0.0179,3.11,13.7,2.0,1657307580,47772804
2026-02-04,2026,2,Feb,6,PKS Rokan Jaya,PKS-RKJ,Riau,60,543.8,9.4,96.4,123.77,25.45,22.76,4.68,23.2,-0.44,1.589,1.229,2.8,0.134,0.0171,2.54,13.6,2.5,1620644380,31330275
2026-02-05,2026,2,Feb,6,PKS Rokan Jaya,PKS-RKJ,Riau,60,604.5,12.3,81.9,137.46,27.75,22.74,4.59,23.2,-0.46,1.544,1.272,2.83,0.198,0.0194,2.4,13.2,0.8,1799901240,36410485
2026-02-06,2026,2,Feb,6,PKS Rokan Jaya,PKS-RKJ,Riau,60,609.9,11.8,86.1,138.2,28.73,22.66,4.71,23.2,-0.54,1.515,1.276,2.62,0.122,0.0206,2.46,15.2,2.6,1809590799,43124565
2026-02-07,2026,2,Feb,6,PKS Rokan Jaya,PKS-RKJ,Riau,60,633.7,12.3,85.9,143.41,29.09,22.63,4.59,23.2,-0.57,1.663,1.304,2.77,0.201,0.022,2.65,14.9,2.3,1877810540,47296706
2026-02-09,2026,2,Feb,7,PKS Rokan Jaya,PKS-RKJ,Riau,60,696.9,13.9,83.6,159.03,32.27,22.82,4.63,23.2,-0.38,1.64,1.278,2.4,0.181,0.0215,2.41,13.6,0.5,2082338820,34675792
2026-02-10,2026,2,Feb,7,PKS Rokan Jaya,PKS-RKJ,Riau,60,649.3,12.5,86.6,149.99,30.26,23.1,4.66,23.2,-0.1,1.533,1.185,2.6,0.18,0.0109,2.42,15.4,1.5,1963969060,8501934
2026-02-11,2026,2,Feb,7,PKS Rokan Jaya,PKS-RKJ,Riau,60,639.8,11.3,94.4,144.72,30.45,22.62,4.76,23.2,-0.58,1.612,1.249,2.9,0.122,0.0201,3.31,12.8,1.8,1894963680,48589738
2026-02-12,2026,2,Feb,7,PKS Rokan Jaya,PKS-RKJ,Riau,60,678.5,12.3,91.9,156.39,31.75,23.05,4.68,23.2,-0.15,1.54,1.259,2.54,0.091,0.0213,3.23,13.1,1.6,2047770659,13326418
2026-02-13,2026,2,Feb,7,PKS Rokan Jaya,PKS-RKJ,Riau,60,604.6,10.8,93.3,137.12,28.84,22.68,4.77,23.2,-0.52,1.576,1.22,2.97,0.223,0.0282,2.94,14.4,1.6,1795449280,41166488
2026-02-14,2026,2,Feb,7,PKS Rokan Jaya,PKS-RKJ,Riau,60,620.6,10.6,97.6,141.19,28.49,22.75,4.59,23.2,-0.45,1.478,1.256,2.88,0.143,0.0204,2.65,14.3,0.0,1848741860,36567613
2026-02-16,2026,2,Feb,8,PKS Rokan Jaya,PKS-RKJ,Riau,60,689.5,12.1,95.0,157.14,32.27,22.79,4.68,23.2,-0.41,1.528,1.313,2.4,0.177,0.0186,1.95,12.1,1.5,2057591159,37016083
2026-02-17,2026,2,Feb,8,PKS Rokan Jaya,PKS-RKJ,Riau,60,570.3,11.1,85.6,128.2,26.52,22.48,4.65,23.2,-0.72,1.592,1.244,2.82,0.174,0.0149,3.14,16.9,1.7,1678650799,53766059
2026-02-18,2026,2,Feb,8,PKS Rokan Jaya,PKS-RKJ,Riau,60,636.1,12.2,86.9,145.22,29.83,22.83,4.69,23.2,-0.37,1.543,1.259,2.7,0.198,0.0196,1.91,16.4,3.4,1901510680,30817645
2026-02-19,2026,2,Feb,8,PKS Rokan Jaya,PKS-RKJ,Riau,60,627.4,10.9,95.9,141.98,29.11,22.63,4.64,23.2,-0.57,1.528,1.231,2.65,0.14,0.0163,2.22,14.2,0.2,1859086119,46826500
2026-02-20,2026,2,Feb,8,PKS Rokan Jaya,PKS-RKJ,Riau,60,623.9,12.6,82.5,143.25,28.76,22.96,4.61,23.2,-0.24,1.559,1.364,3.05,0.09,0.0181,2.19,12.4,1.0,1875715500,19606431
2026-02-21,2026,2,Feb,8,PKS Rokan Jaya,PKS-RKJ,Riau,60,635.6,11.7,90.5,143.2,30.19,22.53,4.75,23.2,-0.67,1.594,1.219,2.7,0.235,0.018,2.96,15.6,1.6,1875060799,55761060
2026-02-23,2026,2,Feb,9,PKS Rokan Jaya,PKS-RKJ,Riau,60,592.5,11.1,89.0,133.73,27.37,22.57,4.62,23.2,-0.63,1.624,1.224,2.53,0.155,0.0153,2.75,15.3,2.4,1751060619,48876628
2026-02-24,2026,2,Feb,9,PKS Rokan Jaya,PKS-RKJ,Riau,60,612.7,12.1,84.4,139.76,28.74,22.81,4.69,23.2,-0.39,1.549,1.251,3.24,0.153,0.0208,2.63,17.0,0.6,1830017440,31288505
2026-02-25,2026,2,Feb,9,PKS Rokan Jaya,PKS-RKJ,Riau,60,631.1,12.6,83.5,144.65,29.91,22.92,4.74,23.2,-0.28,1.551,1.187,2.7,0.139,0.0228,2.38,16.6,0.5,1894047100,23138145
2026-02-26,2026,2,Feb,9,PKS Rokan Jaya,PKS-RKJ,Riau,60,639.5,12.2,87.4,145.04,30.57,22.68,4.78,23.2,-0.52,1.544,1.207,2.64,0.158,0.0231,2.92,15.0,2.2,1899153760,43542787
2026-02-27,2026,2,Feb,9,PKS Rokan Jaya,PKS-RKJ,Riau,60,671.4,11.6,96.5,153.01,30.75,22.79,4.58,23.2,-0.41,1.619,1.249,2.98,0.228,0.0105,2.18,14.7,1.8,2003512940,36044377
2026-02-28,2026,2,Feb,9,PKS Rokan Jaya,PKS-RKJ,Riau,60,618.3,11.9,86.6,140.97,28.81,22.8,4.66,23.2,-0.4,1.615,1.26,2.63,0.175,0.0231,2.02,13.0,3.6,1845861180,32384080
2026-03-02,2026,3,Mar,10,PKS Rokan Jaya,PKS-RKJ,Riau,60,731.3,12.6,96.7,165.71,33.79,22.66,4.62,23.2,-0.54,1.582,1.286,2.75,0.156,0.0165,2.96,15.0,2.1,2218691190,52873428
2026-03-03,2026,3,Mar,10,PKS Rokan Jaya,PKS-RKJ,Riau,60,636.2,11.0,96.4,144.8,28.57,22.76,4.49,23.2,-0.44,1.604,1.335,2.64,0.139,0.013,2.01,14.9,2.2,1938727200,37479559
2026-03-04,2026,3,Mar,10,PKS Rokan Jaya,PKS-RKJ,Riau,60,651.3,12.7,85.5,145.57,29.7,22.35,4.56,23.2,-0.85,1.689,1.362,2.5,0.167,0.0128,3.01,12.8,0.7,1949036730,74122173
2026-03-05,2026,3,Mar,10,PKS Rokan Jaya,PKS-RKJ,Riau,60,692.2,12.8,90.1,156.02,32.33,22.54,4.67,23.2,-0.66,1.609,1.317,2.81,0.174,0.0154,2.68,12.1,0.5,2088951780,61167914
2026-03-06,2026,3,Mar,10,PKS Rokan Jaya,PKS-RKJ,Riau,60,686.2,13.5,84.7,155.49,32.32,22.66,4.71,23.2,-0.54,1.534,1.306,2.87,0.155,0.0179,2.0,15.1,2.9,2081855610,49612671
