Tanggal,Tahun,Bulan,NamaBulan,EstateKode,Estate,Wilayah,CurahHujan_mm,HariHujan,HariKerjaEfektif
2026-05-02,2026,5,Mei,KPS,Estate Kampar Sentosa,Riau,22.8,1,1
2026-05-03,2026,5,Mei,BSK,Estate Bukit Sekawan,Kalimantan Tengah,0.0,0,1
2026-05-03,2026,5,Mei,TJL,Estate Tanjung Lestari,Kalimantan Tengah,27.7,1,1
2026-05-03,2026,5,Mei,MRA,Estate Muara Alam,Kalimantan Tengah,0.0,0,1
2026-05-03,2026,5,Mei,SRK,Estate Sungai Rangkat,Kalimantan Barat,0.0,0,1
2026-05-03,2026,5,Mei,LDP,Estate Landak Permai,Kalimantan Barat,0.0,0,1
2026-05-03,2026,5,Mei,RKJ,Estate Rokan Jaya,Riau,0.0,0,1
2026-05-03,2026,5,Mei,KPS,Estate Kampar Sentosa,Riau,0.0,0,1
2026-05-04,2026,5,Mei,BSK,Estate Bukit Sekawan,Kalimantan Tengah,8.7,1,1
2026-05-04,2026,5,Mei,TJL,Estate Tanjung Lestari,Kalimantan Tengah,0.0,0,1
2026-05-04,2026,5,Mei,MRA,Estate Muara Alam,Kalimantan Tengah,0.0,0,1
2026-05-04,2026,5,Mei,SRK,Estate Sungai Rangkat,Kalimantan Barat,0.0,0,1
2026-05-04,2026,5,Mei,LDP,Estate Landak Permai,Kalimantan Barat,0.0,0,1
2026-05-04,2026,5,Mei,RKJ,Estate Rokan Jaya,Riau,11.8,1,1
2026-05-04,2026,5,Mei,KPS,Estate Kampar Sentosa,Riau,0.0,0,1
2026-05-05,2026,5,Mei,BSK,Estate Bukit Sekawan,Kalimantan Tengah,0.0,0,1
2026-05-05,2026,5,Mei,TJL,Estate Tanjung Lestari,Kalimantan Tengah,37.4,1,1
2026-05-05,2026,5,Mei,MRA,Estate Muara Alam,Kalimantan Tengah,0.0,0,1
2026-05-05,2026,5,Mei,SRK,Estate Sungai Rangkat,Kalimantan Barat,0.0,0,1
2026-05-05,2026,5,Mei,LDP,Estate Landak Permai,Kalimantan Barat,0.0,0,1
2026-05-05,2026,5,Mei,RKJ,Estate Rokan Jaya,Riau,0.0,0,1
2026-05-05,2026,5,Mei,KPS,Estate Kampar Sentosa,Riau,36.4,1,1
2026-05-06,2026,5,Mei,BSK,Estate Bukit Sekawan,Kalimantan Tengah,0.0,0,1
2026-05-06,2026,5,Mei,TJL,Estate Tanjung Lestari,Kalimantan Tengah,38.7,1,1
2026-05-06,2026,5,Mei,MRA,Estate Muara Alam,Kalimantan Tengah,16.4,1,1
2026-05-06,2026,5,Mei,SRK,Estate Sungai Rangkat,Kalimantan Barat,0.0,0,1
2026-05-06,2026,5,Mei,LDP,Estate Landak Permai,Kalimantan Barat,0.0,0,1
2026-05-06,2026,5,Mei,RKJ,Estate Rokan Jaya,Riau,0.0,0,1
2026-05-06,2026,5,Mei,KPS,Estate Kampar Sentosa,Riau,0.0,0,1
2026-05-07,2026,5,Mei,BSK,Estate Bukit Sekawan,Kalimantan Tengah,17.3,1,1
2026-05-07,2026,5,Mei,TJL,Estate Tanjung Lestari,Kalimantan Tengah,0.0,0,1
2026-05-07,2026,5,Mei,MRA,Estate Muara Alam,Kalimantan Tengah,14.7,1,1
2026-05-07,2026,5,Mei,SRK,Estate Sungai Rangkat,Kalimantan Barat,0.0,0,1
2026-05-07,2026,5,Mei,LDP,Estate Landak Permai,Kalimantan Barat,0.0,0,1
2026-05-07,2026,5,Mei,RKJ,Estate Rokan Jaya,Riau,0.0,0,1
2026-05-07,2026,5,Mei,KPS,Estate Kampar Sentosa,Riau,0.0,0,1
2026-05-08,2026,5,Mei,BSK,Estate Bukit Sekawan,Kalimantan Tengah,25.7,1,1
2026-05-08,2026,5,Mei,TJL,Estate Tanjung Lestari,Kalimantan Tengah,0.0,0,1
2026-05-08,2026,5,Mei,MRA,Estate Muara Alam,Kalimantan Tengah,0.0,0,1
2026-05-08,2026,5,Mei,SRK,Estate Sungai Rangkat,Kalimantan Barat,0.0,0,1
2026-05-08,2026,5,Mei,LDP,Estate Landak Permai,Kalimantan Barat,0.0,0,1
2026-05-08,2026,5,Mei,RKJ,Estate Rokan Jaya,Riau,0.0,0,1
2026-05-08,2026,5,Mei,KPS,Estate Kampar Sentosa,Riau,0.0,0,1
2026-05-09,2026,5,Mei,BSK,Estate Bukit Sekawan,Kalimantan Tengah,0.0,0,1
2026-05-09,2026,5,Mei,TJL,Estate Tanjung Lestari,Kalimantan Tengah,0.0,0,1
2026-05-09,2026,5,Mei,MRA,Estate Muara Alam,Kalimantan Tengah,30.1,1,1
2026-05-09,2026,5,Mei,SRK,Estate Sungai Rangkat,Kalimantan Barat,9.0,1,1
2026-05-09,2026,5,Mei,LDP,Estate Landak Permai,Kalimantan Barat,0.0,0,1
2026-05-09,2026,5,Mei,RKJ,Estate Rokan Jaya,Riau,0.0,0,1
2026-05-09,2026,5,Mei,KPS,Estate Kampar Sentosa,Riau,0.0,0,1
2026-05-10,2026,5,Mei,BSK,Estate Bukit Sekawan,Kalimantan Tengah,0.0,0,1
2026-05-10,2026,5,Mei,TJL,Estate Tanjung Lestari,Kalimantan Tengah,0.0,0,1
2026-05-10,2026,5,Mei,MRA,Estate Muara Alam,Kalimantan Tengah,0.0,0,1
2026-05-10,2026,5,Mei,SRK,Estate Sungai Rangkat,Kalimantan Barat,0.0,0,1
2026-05-10,2026,5,Mei,LDP,Estate Landak Permai,Kalimantan Barat,0.0,0,1
2026-05-10,2026,5,Mei,RKJ,Estate Rokan Jaya,Riau,0.0,0,1
2026-05-10,2026,5,Mei,KPS,Estate Kampar Sentosa,Riau,0.0,0,1
2026-05-11,2026,5,Mei,BSK,Estate Bukit Sekawan,Kalimantan Tengah,0.0,0,1
2026-05-11,2026,5,Mei,TJL,Estate Tanjung Lestari,Kalimantan Tengah,0.0,0,1
2026-05-11,2026,5,Mei,MRA,Estate Muara Alam,Kalimantan Tengah,17.3,1,1
2026-05-11,2026,5,Mei,SRK,Estate Sungai Rangkat,Kalimantan Barat,36.7,1,1
2026-05-11,2026,5,Mei,LDP,Estate Landak Permai,Kalimantan Barat,0.0,0,1
2026-05-11,2026,5,Mei,RKJ,Estate Rokan Jaya,Riau,0.0,0,1
2026-05-11,2026,5,Mei,KPS,Estate Kampar Sentosa,Riau,0.0,0,1
2026-05-12,2026,5,Mei,BSK,Estate Bukit Sekawan,Kalimantan Tengah,0.0,0,1
2026-05-12,2026,5,Mei,TJL,Estate Tanjung Lestari,Kalimantan Tengah,0.0,0,1
2026-05-12,2026,5,Mei,MRA,Estate Muara Alam,Kalimantan Tengah,7.6,1,1
2026-05-12,2026,5,Mei,SRK,Estate Sungai Rangkat,Kalimantan Barat,28.3,1,1
2026-05-12,2026,5,Mei,LDP,Estate Landak Permai,Kalimantan Barat,0.0,0,1
2026-05-12,2026,5,Mei,RKJ,Estate Rokan Jaya,Riau,0.0,0,1
2026-05-12,2026,5,Mei,KPS,Estate Kampar Sentosa,Riau,0.0,0,1
2026-05-13,2026,5,Mei,BSK,Estate Bukit Sekawan,Kalimantan Tengah,20.7,1,1
2026-05-13,2026,5,Mei,TJL,Estate Tanjung Lestari,Kalimantan Tengah,0.0,0,1
2026-05-13,2026,5,Mei,MRA,Estate Muara Alam,Kalimantan Tengah,0.0,0,1
2026-05-13,2026,5,Mei,SRK,Estate Sungai Rangkat,Kalimantan Barat,0.0,0,1
2026-05-13,2026,5,Mei,LDP,Estate Landak Permai,Kalimantan Barat,0.0,0,1
2026-05-13,2026,5,Mei,RKJ,Estate Rokan Jaya,Riau,0.0,0,1
2026-05-13,2026,5,Mei,KPS,Estate Kampar Sentosa,Riau,0.0,0,1
2026-05-14,2026,5,Mei,BSK,Estate Bukit Sekawan,Kalimantan Tengah,0.0,0,1
2026-05-14,2026,5,Mei,TJL,Estate Tanjung Lestari,Kalimantan Tengah,22.6,1,1
2026-05-14,2026,5,Mei,MRA,Estate Muara Alam,Kalimantan Tengah,0.0,0,1
2026-05-14,2026,5,Mei,SRK,Estate Sungai Rangkat,Kalimantan Barat,0.0,0,1
2026-05-14,2026,5,Mei,LDP,Estate Landak Permai,Kalimantan Barat,0.0,0,1
2026-05-14,2026,5,Mei,RKJ,Estate Rokan Jaya,Riau,20.0,1,1
2026-05-14,2026,5,Mei,KPS,Estate Kampar Sentosa,Riau,0.0,0,1
2026-05-15,2026,5,Mei,BSK,Estate Bukit Sekawan,Kalimantan Tengah,0.0,0,1
2026-05-15,2026,5,Mei,TJL,Estate Tanjung Lestari,Kalimantan Tengah,0.0,0,1
2026-05-15,2026,5,Mei,MRA,Estate Muara Alam,Kalimantan Tengah,0.0,0,1
2026-05-15,2026,5,Mei,SRK,Estate Sungai Rangkat,Kalimantan Barat,0.0,0,1
2026-05-15,2026,5,Mei,LDP,Estate Landak Permai,Kalimantan Barat,0.0,0,1
2026-05-15,2026,5,Mei,RKJ,Estate Rokan Jaya,Riau,0.0,0,1
2026-05-15,2026,5,Mei,KPS,Estate Kampar Sentosa,Riau,0.0,0,1
2026-05-16,2026,5,Mei,BSK,Estate Bukit Sekawan,Kalimantan Tengah,0.0,0,1
2026-05-16,2026,5,Mei,TJL,Estate Tanjung Lestari,Kalimantan Tengah,51.3,1,1
2026-05-16,2026,5,Mei,MRA,Estate Muara Alam,Kalimantan Tengah,29.9,1,1
2026-05-16,2026,5,Mei,SRK,Estate Sungai Rangkat,Kalimantan Barat,0.0,0,1
2026-05-16,2026,5,Mei,LDP,Estate Landak Permai,Kalimantan Barat,0.0,0,1
2026-05-16,2026,5,Mei,RKJ,Estate Rokan Jaya,Riau,0.0,0,1
2026-05-16,2026,5,Mei,KPS,Estate Kampar Sentosa,Riau,0.0,0,1
2026-05-17,2026,5,Mei,BSK,Estate Bukit Sekawan,Kalimantan Tengah,0.0,0,1
2026-05-17,2026,5,Mei,TJL,Estate Tanjung Lestari,Kalimantan Tengah,0.0,0,1
2026-05-17,2026,5,Mei,MRA,Estate Muara Alam,Kalimantan Tengah,27.5,1,1
2026-05-17,2026,5,Mei,SRK,Estate Sungai Rangkat,Kalimantan Barat,0.0,0,1
2026-05-17,2026,5,Mei,LDP,Estate Landak Permai,Kalimantan Barat,22.0,1,1
2026-05-17,2026,5,Mei,RKJ,Estate Rokan Jaya,Riau,41.4,1,1
2026-05-17,2026,5,Mei,KPS,Estate Kampar Sentosa,Riau,0.0,0,1
2026-05-18,2026,5,Mei,BSK,Estate Bukit Sekawan,Kalimantan Tengah,48.0,1,1
2026-05-18,2026,5,Mei,TJL,Estate Tanjung Lestari,Kalimantan Tengah,25.5,1,1
2026-05-18,2026,5,Mei,MRA,Estate Muara Alam,Kalimantan Tengah,46.6,1,1
2026-05-18,2026,5,Mei,SRK,Estate Sungai Rangkat,Kalimantan Barat,0.0,0,1
2026-05-18,2026,5,Mei,LDP,Estate Landak Permai,Kalimantan Barat,29.6,1,1
2026-05-18,2026,5,Mei,RKJ,Estate Rokan Jaya,Riau,32.1,1,1
2026-05-18,2026,5,Mei,KPS,Estate Kampar Sentosa,Riau,0.0,0,1
2026-05-19,2026,5,Mei,BSK,Estate Bukit Sekawan,Kalimantan Tengah,30.1,1,1
2026-05-19,2026,5,Mei,TJL,Estate Tanjung Lestari,Kalimantan Tengah,0.0,0,1
2026-05-19,2026,5,Mei,MRA,Estate Muara Alam,Kalimantan Tengah,0.0,0,1
2026-05-19,2026,5,Mei,SRK,Estate Sungai Rangkat,Kalimantan Barat,0.0,0,1
2026-05-19,2026,5,Mei,LDP,Estate Landak Permai,Kalimantan Barat,0.0,0,1
2026-05-19,2026,5,Mei,RKJ,Estate Rokan Jaya,Riau,0.0,0,1
2026-05-19,2026,5,Mei,KPS,Estate Kampar Sentosa,Riau,11.9,1,1
2026-05-20,2026,5,Mei,BSK,Estate Bukit Sekawan,Kalimantan Tengah,0.0,0,1
2026-05-20,2026,5,Mei,TJL,Estate Tanjung Lestari,Kalimantan Tengah,21.1,1,1
2026-05-20,2026,5,Mei,MRA,Estate Muara Alam,Kalimantan Tengah,0.0,0,1
2026-05-20,2026,5,Mei,SRK,Estate Sungai Rangkat,Kalimantan Barat,40.8,1,1
2026-05-20,2026,5,Mei,LDP,Estate Landak Permai,Kalimantan Barat,0.0,0,1
2026-05-20,2026,5,Mei,RKJ,Estate Rokan Jaya,Riau,0.0,0,1
2026-05-20,2026,5,Mei,KPS,Estate Kampar Sentosa,Riau,0.0,0,1
2026-05-21,2026,5,Mei,BSK,Estate Bukit Sekawan,Kalimantan Tengah,0.0,0,1
2026-05-21,2026,5,Mei,TJL,Estate Tanjung Lestari,Kalimantan Tengah,0.0,0,1
2026-05-21,2026,5,Mei,MRA,Estate Muara Alam,Kalimantan Tengah,0.0,0,1
2026-05-21,2026,5,Mei,SRK,Estate Sungai Rangkat,Kalimantan Barat,35.5,1,1
2026-05-21,2026,5,Mei,LDP,Estate Landak Permai,Kalimantan Barat,14.7,1,1
2026-05-21,2026,5,Mei,RKJ,Estate Rokan Jaya,Riau,0.0,0,1
2026-05-21,2026,5,Mei,KPS,Estate Kampar Sentosa,Riau,0.0,0,1
2026-05-22,2026,5,Mei,BSK,Estate Bukit Sekawan,Kalimantan Tengah,0.0,0,1
2026-05-22,2026,5,Mei,TJL,Estate Tanjung Lestari,Kalimantan Tengah,45.0,1,1
2026-05-22,2026,5,Mei,MRA,Estate Muara Alam,Kalimantan Tengah,0.0,0,1
2026-05-22,2026,5,Mei,SRK,Estate Sungai Rangkat,Kalimantan Barat,43.1,1,1
2026-05-22,2026,5,Mei,LDP,Estate Landak Permai,Kalimantan Barat,43.3,1,1
2026-05-22,2026,5,Mei,RKJ,Estate Rokan Jaya,Riau,30.2,1,1
2026-05-22,2026,5,Mei,KPS,Estate Kampar Sentosa,Riau,0.0,0,1
2026-05-23,2026,5,Mei,BSK,Estate Bukit Sekawan,Kalimantan Tengah,24.7,1,1
2026-05-23,2026,5,Mei,TJL,Estate Tanjung Lestari,Kalimantan Tengah,0.0,0,1
2026-05-23,2026,5,Mei,MRA,Estate Muara Alam,Kalimantan Tengah,51.4,1,1
2026-05-23,2026,5,Mei,SRK,Estate Sungai Rangkat,Kalimantan Barat,0.0,0,1
2026-05-23,2026,5,Mei,LDP,Estate Landak Permai,Kalimantan Barat,0.0,0,1
2026-05-23,2026,5,Mei,RKJ,Estate Rokan Jaya,Riau,0.0,0,1
2026-05-23,2026,5,Mei,KPS,Estate Kampar Sentosa,Riau,16.6,1,1
2026-05-24,2026,5,Mei,BSK,Estate Bukit Sekawan,Kalimantan Tengah,0.0,0,1
2026-05-24,2026,5,Mei,TJL,Estate Tanjung Lestari,Kalimantan Tengah,0.0,0,1
2026-05-24,2026,5,Mei,MRA,Estate Muara Alam,Kalimantan Tengah,13.0,1,1
2026-05-24,2026,5,Mei,SRK,Estate Sungai Rangkat,Kalimantan Barat,0.0,0,1
2026-05-24,2026,5,Mei,LDP,Estate Landak Permai,Kalimantan Barat,0.0,0,1
2026-05-24,2026,5,Mei,RKJ,Estate Rokan Jaya,Riau,36.1,1,1
2026-05-24,2026,5,Mei,KPS,Estate Kampar Sentosa,Riau,0.0,0,1
2026-05-25,2026,5,Mei,BSK,Estate Bukit Sekawan,Kalimantan Tengah,5.6,1,1
2026-05-25,2026,5,Mei,TJL,Estate Tanjung Lestari,Kalimantan Tengah,0.0,0,1
2026-05-25,2026,5,Mei,MRA,Estate Muara Alam,Kalimantan Tengah,25.8,1,1
2026-05-25,2026,5,Mei,SRK,Estate Sungai Rangkat,Kalimantan Barat,0.0,0,1
2026-05-25,2026,5,Mei,LDP,Estate Landak Permai,Kalimantan Barat,0.0,0,1
2026-05-25,2026,5,Mei,RKJ,Estate Rokan Jaya,Riau,34.1,1,1
2026-05-25,2026,5,Mei,KPS,Estate Kampar Sentosa,Riau,0.0,0,1
2026-05-26,2026,5,Mei,BSK,Estate Bukit Sekawan,Kalimantan Tengah,0.0,0,1
2026-05-26,2026,5,Mei,TJL,Estate Tanjung Lestari,Kalimantan Tengah,0.0,0,1
2026-05-26,2026,5,Mei,MRA,Estate Muara Alam,Kalimantan Tengah,37.5,1,1
2026-05-26,2026,5,Mei,SRK,Estate Sungai Rangkat,Kalimantan Barat,16.6,1,1
2026-05-26,2026,5,Mei,LDP,Estate Landak Permai,Kalimantan Barat,0.0,0,1
2026-05-26,2026,5,Mei,RKJ,Estate Rokan Jaya,Riau,18.4,1,1
2026-05-26,2026,5,Mei,KPS,Estate Kampar Sentosa,Riau,23.9,1,1
2026-05-27,2026,5,Mei,BSK,Estate Bukit Sekawan,Kalimantan Tengah,0.0,0,1
2026-05-27,2026,5,Mei,TJL,Estate Tanjung Lestari,Kalimantan Tengah,0.0,0,1
2026-05-27,2026,5,Mei,MRA,Estate Muara Alam,Kalimantan Tengah,36.9,1,1
2026-05-27,2026,5,Mei,SRK,Estate Sungai Rangkat,Kalimantan Barat,0.0,0,1
2026-05-27,2026,5,Mei,LDP,Estate Landak Permai,Kalimantan Barat,0.0,0,1
2026-05-27,2026,5,Mei,RKJ,Estate Rokan Jaya,Riau,24.1,1,1
2026-05-27,2026,5,Mei,KPS,Estate Kampar Sentosa,Riau,21.0,1,1
2026-05-28,2026,5,Mei,BSK,Estate Bukit Sekawan,Kalimantan Tengah,0.0,0,1
2026-05-28,2026,5,Mei,TJL,Estate Tanjung Lestari,Kalimantan Tengah,15.4,1,1
2026-05-28,2026,5,Mei,MRA,Estate Muara Alam,Kalimantan Tengah,0.0,0,1
2026-05-28,2026,5,Mei,SRK,Estate Sungai Rangkat,Kalimantan Barat,0.0,0,1
2026-05-28,2026,5,Mei,LDP,Estate Landak Permai,Kalimantan Barat,0.0,0,1
2026-05-28,2026,5,Mei,RKJ,Estate Rokan Jaya,Riau,0.0,0,1
2026-05-28,2026,5,Mei,KPS,Estate Kampar Sentosa,Riau,0.0,0,1
2026-05-29,2026,5,Mei,BSK,Estate Bukit Sekawan,Kalimantan Tengah,0.0,0,1
2026-05-29,2026,5,Mei,TJL,Estate Tanjung Lestari,Kalimantan Tengah,0.0,0,1
2026-05-29,2026,5,Mei,MRA,Estate Muara Alam,Kalimantan Tengah,20.3,1,1
2026-05-29,2026,5,Mei,SRK,Estate Sungai Rangkat,Kalimantan Barat,0.0,0,1
2026-05-29,2026,5,Mei,LDP,Estate Landak Permai,Kalimantan Barat,0.0,0,1
2026-05-29,2026,5,Mei,RKJ,Estate Rokan Jaya,Riau,0.0,0,1
2026-05-29,2026,5,Mei,KPS,Estate Kampar Sentosa,Riau,0.0,0,1
2026-05-30,2026,5,Mei,BSK,Estate Bukit Sekawan,Kalimantan Tengah,45.0,1,1
2026-05-30,2026,5,Mei,TJL,Estate Tanjung Lestari,Kalimantan Tengah,15.3,1,1
2026-05-30,2026,5,Mei,MRA,Estate Muara Alam,Kalimantan Tengah,0.0,0,1
2026-05-30,2026,5,Mei,SRK,Estate Sungai Rangkat,Kalimantan Barat,0.0,0,1
2026-05-30,2026,5,Mei,LDP,Estate Landak Permai,Kalimantan Barat,23.0,1,1
2026-05-30,2026,5,Mei,RKJ,Estate Rokan Jaya,Riau,0.0,0,1
2026-05-30,2026,5,Mei,KPS,Estate Kampar Sentosa,Riau,0.0,0,1
2026-05-31,2026,5,Mei,BSK,Estate Bukit Sekawan,Kalimantan Tengah,0.0,0,1
2026-05-31,2026,5,Mei,TJL,Estate Tanjung Lestari,Kalimantan Tengah,0.0,0,1
2026-05-31,2026,5,Mei,MRA,Estate Muara Alam,Kalimantan Tengah,7.0,1,1
2026-05-31,2026,5,Mei,SRK,Estate Sungai Rangkat,Kalimantan Barat,0.0,0,1
2026-05-31,2026,5,Mei,LDP,Estate Landak Permai,Kalimantan Barat,0.0,0,1
2026-05-31,2026,5,Mei,RKJ,Estate Rokan Jaya,Riau,19.5,1,1
2026-05-31,2026,5,Mei,KPS,Estate Kampar Sentosa,Riau,0.0,0,1
2026-06-01,2026,6,Jun,BSK,Estate Bukit Sekawan,Kalimantan Tengah,26.1,1,1
2026-06-01,2026,6,Jun,TJL,Estate Tanjung Lestari,Kalimantan Tengah,0.0,0,1
2026-06-01,2026,6,Jun,MRA,Estate Muara Alam,Kalimantan Tengah,0.0,0,1
2026-06-01,2026,6,Jun,SRK,Estate Sungai Rangkat,Kalimantan Barat,0.0,0,1
2026-06-01,2026,6,Jun,LDP,Estate Landak Permai,Kalimantan Barat,10.6,1,1
2026-06-01,2026,6,Jun,RKJ,Estate Rokan Jaya,Riau,0.0,0,1
2026-06-01,2026,6,Jun,KPS,Estate Kampar Sentosa,Riau,0.0,0,1
2026-06-02,2026,6,Jun,BSK,Estate Bukit Sekawan,Kalimantan Tengah,0.0,0,1
2026-06-02,2026,6,Jun,TJL,Estate Tanjung Lestari,Kalimantan Tengah,0.0,0,1
2026-06-02,2026,6,Jun,MRA,Estate Muara Alam,Kalimantan Tengah,0.0,0,1
2026-06-02,2026,6,Jun,SRK,Estate Sungai Rangkat,Kalimantan Barat,0.0,0,1
2026-06-02,2026,6,Jun,LDP,Estate Landak Permai,Kalimantan Barat,0.0,0,1
2026-06-02,2026,6,Jun,RKJ,Estate Rokan Jaya,Riau,14.2,1,1
2026-06-02,2026,6,Jun,KPS,Estate Kampar Sentosa,Riau,0.0,0,1
2026-06-03,2026,6,Jun,BSK,Estate Bukit Sekawan,Kalimantan Tengah,0.0,0,1
2026-06-03,2026,6,Jun,TJL,Estate Tanjung Lestari,Kalimantan Tengah,27.0,1,1
2026-06-03,2026,6,Jun,MRA,Estate Muara Alam,Kalimantan Tengah,0.0,0,1
2026-06-03,2026,6,Jun,SRK,Estate Sungai Rangkat,Kalimantan Barat,0.0,0,1
2026-06-03,2026,6,Jun,LDP,Estate Landak Permai,Kalimantan Barat,4.7,1,1
2026-06-03,2026,6,Jun,RKJ,Estate Rokan Jaya,Riau,0.0,0,1
2026-06-03,2026,6,Jun,KPS,Estate Kampar Sentosa,Riau,0.0,0,1
2026-06-04,2026,6,Jun,BSK,Estate Bukit Sekawan,Kalimantan Tengah,0.0,0,1
2026-06-04,2026,6,Jun,TJL,Estate Tanjung Lestari,Kalimantan Tengah,0.0,0,1
2026-06-04,2026,6,Jun,MRA,Estate Muara Alam,Kalimantan Tengah,0.0,0,1
2026-06-04,2026,6,Jun,SRK,Estate Sungai Rangkat,Kalimantan Barat,21.9,1,1
2026-06-04,2026,6,Jun,LDP,Estate Landak Permai,Kalimantan Barat,0.0,0,1
2026-06-04,2026,6,Jun,RKJ,Estate Rokan Jaya,Riau,0.0,0,1
2026-06-04,2026,6,Jun,KPS,Estate Kampar Sentosa,Riau,0.0,0,1
2026-06-05,2026,6,Jun,BSK,Estate Bukit Sekawan,Kalimantan Tengah,31.7,1,1
2026-06-05,2026,6,Jun,TJL,Estate Tanjung Lestari,Kalimantan Tengah,0.0,0,1
2026-06-05,2026,6,Jun,MRA,Estate Muara Alam,Kalimantan Tengah,6.1,1,1
2026-06-05,2026,6,Jun,SRK,Estate Sungai Rangkat,Kalimantan Barat,0.0,0,1
2026-06-05,2026,6,Jun,LDP,Estate Landak Permai,Kalimantan Barat,29.0,1,1
2026-06-05,2026,6,Jun,RKJ,Estate Rokan Jaya,Riau,0.0,0,1
2026-06-05,2026,6,Jun,KPS,Estate Kampar Sentosa,Riau,0.0,0,1
2026-06-06,2026,6,Jun,BSK,Estate Bukit Sekawan,Kalimantan Tengah,0.0,0,1
2026-06-06,2026,6,Jun,TJL,Estate Tanjung Lestari,Kalimantan Tengah,0.0,0,1
2026-06-06,2026,6,Jun,MRA,Estate Muara Alam,Kalimantan Tengah,0.0,0,1
2026-06-06,2026,6,Jun,SRK,Estate Sungai Rangkat,Kalimantan Barat,19.5,1,1
2026-06-06,2026,6,Jun,LDP,Estate Landak Permai,Kalimantan Barat,0.0,0,1
2026-06-06,2026,6,Jun,RKJ,Estate Rokan Jaya,Riau,0.0,0,1
2026-06-06,2026,6,Jun,KPS,Estate Kampar Sentosa,Riau,0.0,0,1
2026-06-07,2026,6,Jun,BSK,Estate Bukit Sekawan,Kalimantan Tengah,0.0,0,1
2026-06-07,2026,6,Jun,TJL,Estate Tanjung Lestari,Kalimantan Tengah,29.5,1,1
2026-06-07,2026,6,Jun,MRA,Estate Muara Alam,Kalimantan Tengah,0.0,0,1
2026-06-07,2026,6,Jun,SRK,Estate Sungai Rangkat,Kalimantan Barat,0.0,0,1
2026-06-07,2026,6,Jun,LDP,Estate Landak Permai,Kalimantan Barat,0.0,0,1
2026-06-07,2026,6,Jun,RKJ,Estate Rokan Jaya,Riau,0.0,0,1
2026-06-07,2026,6,Jun,KPS,Estate Kampar Sentosa,Riau,0.0,0,1
2026-06-08,2026,6,Jun,BSK,Estate Bukit Sekawan,Kalimantan Tengah,0.0,0,1
2026-06-08,2026,6,Jun,TJL,Estate Tanjung Lestari,Kalimantan Tengah,4.8,1,1
2026-06-08,2026,6,Jun,MRA,Estate Muara Alam,Kalimantan Tengah,42.7,1,1
2026-06-08,2026,6,Jun,SRK,Estate Sungai Rangkat,Kalimantan Barat,0.0,0,1
2026-06-08,2026,6,Jun,LDP,Estate Landak Permai,Kalimantan Barat,0.0,0,1
2026-06-08,2026,6,Jun,RKJ,Estate Rokan Jaya,Riau,0.0,0,1
2026-06-08,2026,6,Jun,KPS,Estate Kampar Sentosa,Riau,0.0,0,1
2026-06-09,2026,6,Jun,BSK,Estate Bukit Sekawan,Kalimantan Tengah,47.2,1,1
2026-06-09,2026,6,Jun,TJL,Estate Tanjung Lestari,Kalimantan Tengah,0.0,0,1
2026-06-09,2026,6,Jun,MRA,Estate Muara Alam,Kalimantan Tengah,12.2,1,1
2026-06-09,2026,6,Jun,SRK,Estate Sungai Rangkat,Kalimantan Barat,36.6,1,1
2026-06-09,2026,6,Jun,LDP,Estate Landak Permai,Kalimantan Barat,0.0,0,1
2026-06-09,2026,6,Jun,RKJ,Estate Rokan Jaya,Riau,0.0,0,1
2026-06-09,2026,6,Jun,KPS,Estate Kampar Sentosa,Riau,0.0,0,1
2026-06-10,2026,6,Jun,BSK,Estate Bukit Sekawan,Kalimantan Tengah,0.0,0,1
2026-06-10,2026,6,Jun,TJL,Estate Tanjung Lestari,Kalimantan Tengah,0.0,0,1
2026-06-10,2026,6,Jun,MRA,Estate Muara Alam,Kalimantan Tengah,0.0,0,1
2026-06-10,2026,6,Jun,SRK,Estate Sungai Rangkat,Kalimantan Barat,0.0,0,1
2026-06-10,2026,6,Jun,LDP,Estate Landak Permai,Kalimantan Barat,0.0,0,1
2026-06-10,2026,6,Jun,RKJ,Estate Rokan Jaya,Riau,38.6,1,1
2026-06-10,2026,6,Jun,KPS,Estate Kampar Sentosa,Riau,28.2,1,1
2026-06-11,2026,6,Jun,BSK,Estate Bukit Sekawan,Kalimantan Tengah,0.0,0,1
2026-06-11,2026,6,Jun,TJL,Estate Tanjung Lestari,Kalimantan Tengah,15.8,1,1
2026-06-11,2026,6,Jun,MRA,Estate Muara Alam,Kalimantan Tengah,0.0,0,1
2026-06-11,2026,6,Jun,SRK,Estate Sungai Rangkat,Kalimantan Barat,0.0,0,1
2026-06-11,2026,6,Jun,LDP,Estate Landak Permai,Kalimantan Barat,0.0,0,1
2026-06-11,2026,6,Jun,RKJ,Estate Rokan Jaya,Riau,10.4,1,1
2026-06-11,2026,6,Jun,KPS,Estate Kampar Sentosa,Riau,0.0,0,1
2026-06-12,2026,6,Jun,BSK,Estate Bukit Sekawan,Kalimantan Tengah,0.0,0,1
2026-06-12,2026,6,Jun,TJL,Estate Tanjung Lestari,Kalimantan Tengah,9.0,1,1
2026-06-12,2026,6,Jun,MRA,Estate Muara Alam,Kalimantan Tengah,0.0,0,1
2026-06-12,2026,6,Jun,SRK,Estate Sungai Rangkat,Kalimantan Barat,0.0,0,1
