SampelID,Tanggal,Bulan,NamaBulan,Minggu,PKS,KodePKS,Wilayah,KapasitasPKS_TonPerJam,Shift,Stasiun,JenisLosses,Basis,HasilAnalisa_Persen,StandarMaks_Persen,Deviasi_Persen,Status,Analis,MetodeUji,TBS_Olah_Ton,JamOlah,KapasitasTerpakai_Persen,SuhuRebusan_C,TekananRebusan_Bar,SiklusRebusan_Menit,TekananPress_Bar,JamOperasiPress_Kumulatif,JanjangMentahHariIni_Persen,RestanRata2_Jam
LS-005736,2026-04-17,4,Apr,16,PKS Muara Alam,PKS-MRA,Kalimantan Tengah,30,Shift 1,Ampas Press / Fibre,Oil Loss,% terhadap TBS olah,0.672,0.6,0.072,Melebihi Standar,Firman Ramadhan,Soxhlet Ekstraksi,353.1,13.9,84.7,146.1,2.89,92.9,47.4,3950,2.46,14.1
LS-005737,2026-04-17,4,Apr,16,PKS Muara Alam,PKS-MRA,Kalimantan Tengah,30,Shift 1,Biji / Nut,Oil Loss,% terhadap TBS olah,0.2,0.2,0.0,Sesuai Standar,Nanda Wijaya,Oven Kadar Air + Soxhlet,353.1,13.9,84.7,145.9,2.87,90.8,51.1,3950,2.46,14.1
LS-005738,2026-04-17,4,Apr,16,PKS Muara Alam,PKS-MRA,Kalimantan Tengah,30,Shift 1,Sludge / Final Effluent,Oil Loss,% terhadap TBS olah,0.515,0.55,-0.035,Sesuai Standar,Umi Salamah,Soxhlet Ekstraksi,353.1,13.9,84.7,140.3,2.82,84.8,46.6,3950,2.46,14.1
LS-005739,2026-04-17,4,Apr,16,PKS Muara Alam,PKS-MRA,Kalimantan Tengah,30,Shift 2,Kernel di Fibre Cyclone,Kernel Loss,% terhadap TBS olah,0.641,0.6,0.041,Melebihi Standar,Firman Ramadhan,Soxhlet Ekstraksi,353.1,13.9,84.7,138.5,2.84,86.0,48.4,3950,2.46,14.1
LS-005740,2026-04-17,4,Apr,16,PKS Muara Alam,PKS-MRA,Kalimantan Tengah,30,Shift 1,Kernel di Cangkang (LTDS),Kernel Loss,% terhadap TBS olah,0.622,0.55,0.072,Melebihi Standar,Umi Salamah,Oven Kadar Air + Soxhlet,353.1,13.9,84.7,134.9,3.05,92.3,45.8,3950,2.46,14.1
LS-005741,2026-04-17,4,Apr,16,PKS Muara Alam,PKS-MRA,Kalimantan Tengah,30,Shift 1,Kernel di Claybath,Kernel Loss,% terhadap TBS olah,0.326,0.35,-0.024,Sesuai Standar,Nanda Wijaya,Soxhlet Ekstraksi,353.1,13.9,84.7,139.9,2.94,85.6,44.5,3950,2.46,14.1
LS-005742,2026-04-17,4,Apr,16,PKS Muara Alam,PKS-MRA,Kalimantan Tengah,30,Shift 2,Kernel di Effluent,Kernel Loss,% terhadap TBS olah,0.051,0.05,0.001,Melebihi Standar,Agus Prakoso,Soxhlet Ekstraksi,353.1,13.9,84.7,140.8,2.61,89.6,46.9,3950,2.46,14.1
LS-005743,2026-04-18,4,Apr,16,PKS Muara Alam,PKS-MRA,Kalimantan Tengah,30,Shift 2,Tandan Kosong (EFB),Oil Loss,% terhadap TBS olah,0.478,0.45,0.028,Melebihi Standar,Tirta Sanjaya,Soxhlet Ekstraksi,357.1,13.8,86.3,134.3,2.79,86.6,51.3,3950,3.29,14.4
LS-005744,2026-04-18,4,Apr,16,PKS Muara Alam,PKS-MRA,Kalimantan Tengah,30,Shift 1,Unstripped Bunch (USB),Oil Loss,% terhadap TBS olah,0.1,0.1,0.0,Sesuai Standar,Tirta Sanjaya,Soxhlet Ekstraksi,357.1,13.8,86.3,139.9,2.76,91.2,44.9,3950,3.29,14.4
LS-005745,2026-04-18,4,Apr,16,PKS Muara Alam,PKS-MRA,Kalimantan Tengah,30,Shift 1,Ampas Press / Fibre,Oil Loss,% terhadap TBS olah,0.62,0.6,0.02,Melebihi Standar,Nanda Wijaya,Oven Kadar Air + Soxhlet,357.1,13.8,86.3,135.4,3.04,87.2,47.2,3950,3.29,14.4
LS-005746,2026-04-18,4,Apr,16,PKS Muara Alam,PKS-MRA,Kalimantan Tengah,30,Shift 2,Biji / Nut,Oil Loss,% terhadap TBS olah,0.224,0.2,0.024,Melebihi Standar,Firman Ramadhan,Soxhlet Ekstraksi,357.1,13.8,86.3,140.0,2.91,87.7,49.3,3950,3.29,14.4
LS-005747,2026-04-18,4,Apr,16,PKS Muara Alam,PKS-MRA,Kalimantan Tengah,30,Shift 1,Sludge / Final Effluent,Oil Loss,% terhadap TBS olah,0.58,0.55,0.03,Melebihi Standar,Agus Prakoso,Oven Kadar Air + Soxhlet,357.1,13.8,86.3,136.1,2.7,93.2,49.8,3950,3.29,14.4
LS-005748,2026-04-18,4,Apr,16,PKS Muara Alam,PKS-MRA,Kalimantan Tengah,30,Shift 2,Kernel di Fibre Cyclone,Kernel Loss,% terhadap TBS olah,0.569,0.6,-0.031,Sesuai Standar,Nanda Wijaya,Oven Kadar Air + Soxhlet,357.1,13.8,86.3,138.5,2.93,86.8,43.7,3950,3.29,14.4
LS-005749,2026-04-18,4,Apr,16,PKS Muara Alam,PKS-MRA,Kalimantan Tengah,30,Shift 2,Kernel di Cangkang (LTDS),Kernel Loss,% terhadap TBS olah,0.534,0.55,-0.016,Sesuai Standar,Nanda Wijaya,Soxhlet Ekstraksi,357.1,13.8,86.3,136.0,3.03,87.2,47.8,3950,3.29,14.4
LS-005750,2026-04-18,4,Apr,16,PKS Muara Alam,PKS-MRA,Kalimantan Tengah,30,Shift 2,Kernel di Claybath,Kernel Loss,% terhadap TBS olah,0.352,0.35,0.002,Melebihi Standar,Nanda Wijaya,NMR,357.1,13.8,86.3,139.2,2.9,86.8,44.2,3950,3.29,14.4
LS-005751,2026-04-18,4,Apr,16,PKS Muara Alam,PKS-MRA,Kalimantan Tengah,30,Shift 1,Kernel di Effluent,Kernel Loss,% terhadap TBS olah,0.049,0.05,-0.001,Sesuai Standar,Firman Ramadhan,Soxhlet Ekstraksi,357.1,13.8,86.3,137.7,2.96,90.4,52.0,3950,3.29,14.4
LS-005752,2026-04-20,4,Apr,17,PKS Muara Alam,PKS-MRA,Kalimantan Tengah,30,Shift 1,Tandan Kosong (EFB),Oil Loss,% terhadap TBS olah,0.495,0.45,0.045,Melebihi Standar,Firman Ramadhan,Oven Kadar Air + Soxhlet,350.2,11.9,98.1,136.3,2.83,89.1,46.7,3950,3.34,14.7
LS-005753,2026-04-20,4,Apr,17,PKS Muara Alam,PKS-MRA,Kalimantan Tengah,30,Shift 1,Unstripped Bunch (USB),Oil Loss,% terhadap TBS olah,0.099,0.1,-0.001,Sesuai Standar,Nanda Wijaya,NMR,350.2,11.9,98.1,137.1,3.18,85.1,47.0,3950,3.34,14.7
LS-005754,2026-04-20,4,Apr,17,PKS Muara Alam,PKS-MRA,Kalimantan Tengah,30,Shift 1,Ampas Press / Fibre,Oil Loss,% terhadap TBS olah,0.602,0.6,0.002,Melebihi Standar,Agus Prakoso,Soxhlet Ekstraksi,350.2,11.9,98.1,138.6,2.65,89.0,42.8,3950,3.34,14.7
LS-005755,2026-04-20,4,Apr,17,PKS Muara Alam,PKS-MRA,Kalimantan Tengah,30,Shift 2,Biji / Nut,Oil Loss,% terhadap TBS olah,0.216,0.2,0.016,Melebihi Standar,Firman Ramadhan,NMR,350.2,11.9,98.1,137.7,2.98,91.8,46.7,3950,3.34,14.7
LS-005756,2026-04-20,4,Apr,17,PKS Muara Alam,PKS-MRA,Kalimantan Tengah,30,Shift 2,Sludge / Final Effluent,Oil Loss,% terhadap TBS olah,0.596,0.55,0.046,Melebihi Standar,Tirta Sanjaya,NMR,350.2,11.9,98.1,132.1,2.75,90.0,46.8,3950,3.34,14.7
LS-005757,2026-04-20,4,Apr,17,PKS Muara Alam,PKS-MRA,Kalimantan Tengah,30,Shift 1,Kernel di Fibre Cyclone,Kernel Loss,% terhadap TBS olah,0.55,0.6,-0.05,Sesuai Standar,Agus Prakoso,Oven Kadar Air + Soxhlet,350.2,11.9,98.1,141.1,2.85,88.8,49.4,3950,3.34,14.7
LS-005758,2026-04-20,4,Apr,17,PKS Muara Alam,PKS-MRA,Kalimantan Tengah,30,Shift 2,Kernel di Cangkang (LTDS),Kernel Loss,% terhadap TBS olah,0.609,0.55,0.059,Melebihi Standar,Umi Salamah,Oven Kadar Air + Soxhlet,350.2,11.9,98.1,136.4,2.99,92.0,48.9,3950,3.34,14.7
LS-005759,2026-04-20,4,Apr,17,PKS Muara Alam,PKS-MRA,Kalimantan Tengah,30,Shift 2,Kernel di Claybath,Kernel Loss,% terhadap TBS olah,0.364,0.35,0.014,Melebihi Standar,Tirta Sanjaya,Soxhlet Ekstraksi,350.2,11.9,98.1,136.8,2.91,90.3,49.0,3950,3.34,14.7
LS-005760,2026-04-20,4,Apr,17,PKS Muara Alam,PKS-MRA,Kalimantan Tengah,30,Shift 2,Kernel di Effluent,Kernel Loss,% terhadap TBS olah,0.053,0.05,0.003,Melebihi Standar,Nanda Wijaya,NMR,350.2,11.9,98.1,136.8,3.12,86.6,50.1,3950,3.34,14.7
LS-005761,2026-04-21,4,Apr,17,PKS Muara Alam,PKS-MRA,Kalimantan Tengah,30,Shift 1,Tandan Kosong (EFB),Oil Loss,% terhadap TBS olah,0.459,0.45,0.009,Melebihi Standar,Umi Salamah,NMR,342.7,13.4,85.2,140.3,2.76,88.1,45.2,3950,3.14,15.8
LS-005762,2026-04-21,4,Apr,17,PKS Muara Alam,PKS-MRA,Kalimantan Tengah,30,Shift 1,Unstripped Bunch (USB),Oil Loss,% terhadap TBS olah,0.104,0.1,0.004,Melebihi Standar,Agus Prakoso,NMR,342.7,13.4,85.2,139.1,2.86,95.9,44.8,3950,3.14,15.8
LS-005763,2026-04-21,4,Apr,17,PKS Muara Alam,PKS-MRA,Kalimantan Tengah,30,Shift 1,Ampas Press / Fibre,Oil Loss,% terhadap TBS olah,0.674,0.6,0.074,Melebihi Standar,Tirta Sanjaya,Soxhlet Ekstraksi,342.7,13.4,85.2,134.2,2.75,93.1,51.4,3950,3.14,15.8
LS-005764,2026-04-21,4,Apr,17,PKS Muara Alam,PKS-MRA,Kalimantan Tengah,30,Shift 2,Biji / Nut,Oil Loss,% terhadap TBS olah,0.214,0.2,0.014,Melebihi Standar,Umi Salamah,Soxhlet Ekstraksi,342.7,13.4,85.2,139.1,2.88,89.8,47.2,3950,3.14,15.8
LS-005765,2026-04-21,4,Apr,17,PKS Muara Alam,PKS-MRA,Kalimantan Tengah,30,Shift 2,Sludge / Final Effluent,Oil Loss,% terhadap TBS olah,0.506,0.55,-0.044,Sesuai Standar,Firman Ramadhan,Soxhlet Ekstraksi,342.7,13.4,85.2,137.0,2.68,86.0,47.6,3950,3.14,15.8
LS-005766,2026-04-21,4,Apr,17,PKS Muara Alam,PKS-MRA,Kalimantan Tengah,30,Shift 1,Kernel di Fibre Cyclone,Kernel Loss,% terhadap TBS olah,0.551,0.6,-0.049,Sesuai Standar,Umi Salamah,Soxhlet Ekstraksi,342.7,13.4,85.2,141.3,2.79,91.5,49.6,3950,3.14,15.8
LS-005767,2026-04-21,4,Apr,17,PKS Muara Alam,PKS-MRA,Kalimantan Tengah,30,Shift 2,Kernel di Cangkang (LTDS),Kernel Loss,% terhadap TBS olah,0.614,0.55,0.064,Melebihi Standar,Nanda Wijaya,NMR,342.7,13.4,85.2,139.0,3.01,84.6,41.5,3950,3.14,15.8
LS-005768,2026-04-21,4,Apr,17,PKS Muara Alam,PKS-MRA,Kalimantan Tengah,30,Shift 2,Kernel di Claybath,Kernel Loss,% terhadap TBS olah,0.387,0.35,0.037,Melebihi Standar,Tirta Sanjaya,Oven Kadar Air + Soxhlet,342.7,13.4,85.2,136.7,3.06,91.0,49.9,3950,3.14,15.8
LS-005769,2026-04-21,4,Apr,17,PKS Muara Alam,PKS-MRA,Kalimantan Tengah,30,Shift 1,Kernel di Effluent,Kernel Loss,% terhadap TBS olah,0.056,0.05,0.006,Melebihi Standar,Agus Prakoso,Oven Kadar Air + Soxhlet,342.7,13.4,85.2,136.6,3.09,91.4,46.3,3950,3.14,15.8
LS-005770,2026-04-22,4,Apr,17,PKS Muara Alam,PKS-MRA,Kalimantan Tengah,30,Shift 2,Tandan Kosong (EFB),Oil Loss,% terhadap TBS olah,0.498,0.45,0.048,Melebihi Standar,Agus Prakoso,Oven Kadar Air + Soxhlet,361.5,12.4,97.2,138.0,3.03,92.9,48.4,3950,2.73,16.3
LS-005771,2026-04-22,4,Apr,17,PKS Muara Alam,PKS-MRA,Kalimantan Tengah,30,Shift 2,Unstripped Bunch (USB),Oil Loss,% terhadap TBS olah,0.095,0.1,-0.005,Sesuai Standar,Tirta Sanjaya,Oven Kadar Air + Soxhlet,361.5,12.4,97.2,133.9,3.06,88.2,43.1,3950,2.73,16.3
LS-005772,2026-04-22,4,Apr,17,PKS Muara Alam,PKS-MRA,Kalimantan Tengah,30,Shift 1,Ampas Press / Fibre,Oil Loss,% terhadap TBS olah,0.638,0.6,0.038,Melebihi Standar,Firman Ramadhan,Soxhlet Ekstraksi,361.5,12.4,97.2,139.2,2.82,91.8,48.0,3950,2.73,16.3
LS-005773,2026-04-22,4,Apr,17,PKS Muara Alam,PKS-MRA,Kalimantan Tengah,30,Shift 2,Biji / Nut,Oil Loss,% terhadap TBS olah,0.188,0.2,-0.012,Sesuai Standar,Firman Ramadhan,NMR,361.5,12.4,97.2,144.2,2.75,92.1,43.1,3950,2.73,16.3
LS-005774,2026-04-22,4,Apr,17,PKS Muara Alam,PKS-MRA,Kalimantan Tengah,30,Shift 2,Sludge / Final Effluent,Oil Loss,% terhadap TBS olah,0.534,0.55,-0.016,Sesuai Standar,Tirta Sanjaya,Oven Kadar Air + Soxhlet,361.5,12.4,97.2,136.7,3.06,89.4,47.8,3950,2.73,16.3
LS-005775,2026-04-22,4,Apr,17,PKS Muara Alam,PKS-MRA,Kalimantan Tengah,30,Shift 1,Kernel di Fibre Cyclone,Kernel Loss,% terhadap TBS olah,0.656,0.6,0.056,Melebihi Standar,Tirta Sanjaya,NMR,361.5,12.4,97.2,142.5,3.04,89.7,42.1,3950,2.73,16.3
LS-005776,2026-04-22,4,Apr,17,PKS Muara Alam,PKS-MRA,Kalimantan Tengah,30,Shift 2,Kernel di Cangkang (LTDS),Kernel Loss,% terhadap TBS olah,0.58,0.55,0.03,Melebihi Standar,Firman Ramadhan,Soxhlet Ekstraksi,361.5,12.4,97.2,138.8,2.73,93.0,42.1,3950,2.73,16.3
LS-005777,2026-04-22,4,Apr,17,PKS Muara Alam,PKS-MRA,Kalimantan Tengah,30,Shift 2,Kernel di Claybath,Kernel Loss,% terhadap TBS olah,0.321,0.35,-0.029,Sesuai Standar,Agus Prakoso,NMR,361.5,12.4,97.2,135.7,3.0,87.1,45.5,3950,2.73,16.3
LS-005778,2026-04-22,4,Apr,17,PKS Muara Alam,PKS-MRA,Kalimantan Tengah,30,Shift 1,Kernel di Effluent,Kernel Loss,% terhadap TBS olah,0.048,0.05,-0.002,Sesuai Standar,Tirta Sanjaya,NMR,361.5,12.4,97.2,133.4,2.89,88.7,45.0,3950,2.73,16.3
LS-005779,2026-04-23,4,Apr,17,PKS Muara Alam,PKS-MRA,Kalimantan Tengah,30,Shift 1,Tandan Kosong (EFB),Oil Loss,% terhadap TBS olah,0.49,0.45,0.04,Melebihi Standar,Firman Ramadhan,NMR,369.5,13.7,89.9,134.2,3.08,91.8,44.6,3950,2.79,14.8
LS-005780,2026-04-23,4,Apr,17,PKS Muara Alam,PKS-MRA,Kalimantan Tengah,30,Shift 2,Unstripped Bunch (USB),Oil Loss,% terhadap TBS olah,0.106,0.1,0.006,Melebihi Standar,Agus Prakoso,Oven Kadar Air + Soxhlet,369.5,13.7,89.9,141.3,3.0,90.1,50.6,3950,2.79,14.8
LS-005781,2026-04-23,4,Apr,17,PKS Muara Alam,PKS-MRA,Kalimantan Tengah,30,Shift 1,Ampas Press / Fibre,Oil Loss,% terhadap TBS olah,0.555,0.6,-0.045,Sesuai Standar,Nanda Wijaya,NMR,369.5,13.7,89.9,138.8,3.07,94.8,44.6,3950,2.79,14.8
LS-005782,2026-04-23,4,Apr,17,PKS Muara Alam,PKS-MRA,Kalimantan Tengah,30,Shift 1,Biji / Nut,Oil Loss,% terhadap TBS olah,0.223,0.2,0.023,Melebihi Standar,Tirta Sanjaya,NMR,369.5,13.7,89.9,141.0,2.83,87.3,48.0,3950,2.79,14.8
LS-005783,2026-04-23,4,Apr,17,PKS Muara Alam,PKS-MRA,Kalimantan Tengah,30,Shift 1,Sludge / Final Effluent,Oil Loss,% terhadap TBS olah,0.567,0.55,0.017,Melebihi Standar,Umi Salamah,Oven Kadar Air + Soxhlet,369.5,13.7,89.9,137.8,3.05,92.3,50.5,3950,2.79,14.8
LS-005784,2026-04-23,4,Apr,17,PKS Muara Alam,PKS-MRA,Kalimantan Tengah,30,Shift 2,Kernel di Fibre Cyclone,Kernel Loss,% terhadap TBS olah,0.576,0.6,-0.024,Sesuai Standar,Nanda Wijaya,NMR,369.5,13.7,89.9,137.7,2.9,85.5,47.3,3950,2.79,14.8
LS-005785,2026-04-23,4,Apr,17,PKS Muara Alam,PKS-MRA,Kalimantan Tengah,30,Shift 1,Kernel di Cangkang (LTDS),Kernel Loss,% terhadap TBS olah,0.57,0.55,0.02,Melebihi Standar,Tirta Sanjaya,Oven Kadar Air + Soxhlet,369.5,13.7,89.9,133.3,2.83,86.0,46.5,3950,2.79,14.8
LS-005786,2026-04-23,4,Apr,17,PKS Muara Alam,PKS-MRA,Kalimantan Tengah,30,Shift 2,Kernel di Claybath,Kernel Loss,% terhadap TBS olah,0.367,0.35,0.017,Melebihi Standar,Firman Ramadhan,Soxhlet Ekstraksi,369.5,13.7,89.9,135.2,2.93,83.5,44.3,3950,2.79,14.8
LS-005787,2026-04-23,4,Apr,17,PKS Muara Alam,PKS-MRA,Kalimantan Tengah,30,Shift 2,Kernel di Effluent,Kernel Loss,% terhadap TBS olah,0.047,0.05,-0.003,Sesuai Standar,Umi Salamah,NMR,369.5,13.7,89.9,142.0,2.88,89.4,49.6,3950,2.79,14.8
LS-005788,2026-04-24,4,Apr,17,PKS Muara Alam,PKS-MRA,Kalimantan Tengah,30,Shift 2,Tandan Kosong (EFB),Oil Loss,% terhadap TBS olah,0.427,0.45,-0.023,Sesuai Standar,Nanda Wijaya,NMR,356.2,13.4,88.6,143.2,2.85,88.9,44.9,3950,2.35,13.0
LS-005789,2026-04-24,4,Apr,17,PKS Muara Alam,PKS-MRA,Kalimantan Tengah,30,Shift 2,Unstripped Bunch (USB),Oil Loss,% terhadap TBS olah,0.102,0.1,0.002,Melebihi Standar,Tirta Sanjaya,Oven Kadar Air + Soxhlet,356.2,13.4,88.6,135.9,3.03,90.4,40.8,3950,2.35,13.0
LS-005790,2026-04-24,4,Apr,17,PKS Muara Alam,PKS-MRA,Kalimantan Tengah,30,Shift 1,Ampas Press / Fibre,Oil Loss,% terhadap TBS olah,0.553,0.6,-0.047,Sesuai Standar,Nanda Wijaya,Soxhlet Ekstraksi,356.2,13.4,88.6,139.8,3.09,89.8,46.1,3950,2.35,13.0
LS-005791,2026-04-24,4,Apr,17,PKS Muara Alam,PKS-MRA,Kalimantan Tengah,30,Shift 2,Biji / Nut,Oil Loss,% terhadap TBS olah,0.195,0.2,-0.005,Sesuai Standar,Firman Ramadhan,NMR,356.2,13.4,88.6,136.2,2.79,87.6,47.0,3950,2.35,13.0
LS-005792,2026-04-24,4,Apr,17,PKS Muara Alam,PKS-MRA,Kalimantan Tengah,30,Shift 2,Sludge / Final Effluent,Oil Loss,% terhadap TBS olah,0.551,0.55,0.001,Melebihi Standar,Agus Prakoso,NMR,356.2,13.4,88.6,142.3,2.83,89.2,47.0,3950,2.35,13.0
LS-005793,2026-04-24,4,Apr,17,PKS Muara Alam,PKS-MRA,Kalimantan Tengah,30,Shift 1,Kernel di Fibre Cyclone,Kernel Loss,% terhadap TBS olah,0.605,0.6,0.005,Melebihi Standar,Nanda Wijaya,NMR,356.2,13.4,88.6,142.6,3.12,90.9,44.2,3950,2.35,13.0
LS-005794,2026-04-24,4,Apr,17,PKS Muara Alam,PKS-MRA,Kalimantan Tengah,30,Shift 1,Kernel di Cangkang (LTDS),Kernel Loss,% terhadap TBS olah,0.516,0.55,-0.034,Sesuai Standar,Tirta Sanjaya,NMR,356.2,13.4,88.6,134.4,3.05,92.7,45.9,3950,2.35,13.0
LS-005795,2026-04-24,4,Apr,17,PKS Muara Alam,PKS-MRA,Kalimantan Tengah,30,Shift 1,Kernel di Claybath,Kernel Loss,% terhadap TBS olah,0.347,0.35,-0.003,Sesuai Standar,Firman Ramadhan,NMR,356.2,13.4,88.6,136.3,2.71,83.9,50.7,3950,2.35,13.0
LS-005796,2026-04-24,4,Apr,17,PKS Muara Alam,PKS-MRA,Kalimantan Tengah,30,Shift 2,Kernel di Effluent,Kernel Loss,% terhadap TBS olah,0.047,0.05,-0.003,Sesuai Standar,Tirta Sanjaya,Soxhlet Ekstraksi,356.2,13.4,88.6,138.5,2.81,87.1,48.5,3950,2.35,13.0
LS-005797,2026-04-25,4,Apr,17,PKS Muara Alam,PKS-MRA,Kalimantan Tengah,30,Shift 1,Tandan Kosong (EFB),Oil Loss,% terhadap TBS olah,0.446,0.45,-0.004,Sesuai Standar,Tirta Sanjaya,Oven Kadar Air + Soxhlet,331.0,12.1,91.2,142.4,2.9,89.2,44.3,3950,1.96,13.2
LS-005798,2026-04-25,4,Apr,17,PKS Muara Alam,PKS-MRA,Kalimantan Tengah,30,Shift 2,Unstripped Bunch (USB),Oil Loss,% terhadap TBS olah,0.105,0.1,0.005,Melebihi Standar,Nanda Wijaya,NMR,331.0,12.1,91.2,138.9,2.9,89.1,47.9,3950,1.96,13.2
LS-005799,2026-04-25,4,Apr,17,PKS Muara Alam,PKS-MRA,Kalimantan Tengah,30,Shift 1,Ampas Press / Fibre,Oil Loss,% terhadap TBS olah,0.634,0.6,0.034,Melebihi Standar,Umi Salamah,NMR,331.0,12.1,91.2,137.0,2.59,89.5,47.1,3950,1.96,13.2
LS-005800,2026-04-25,4,Apr,17,PKS Muara Alam,PKS-MRA,Kalimantan Tengah,30,Shift 1,Biji / Nut,Oil Loss,% terhadap TBS olah,0.2,0.2,0.0,Sesuai Standar,Firman Ramadhan,Soxhlet Ekstraksi,331.0,12.1,91.2,139.6,2.76,87.4,46.8,3950,1.96,13.2
LS-005801,2026-04-25,4,Apr,17,PKS Muara Alam,PKS-MRA,Kalimantan Tengah,30,Shift 2,Sludge / Final Effluent,Oil Loss,% terhadap TBS olah,0.61,0.55,0.06,Melebihi Standar,Tirta Sanjaya,NMR,331.0,12.1,91.2,134.4,2.81,88.5,48.3,3950,1.96,13.2
LS-005802,2026-04-25,4,Apr,17,PKS Muara Alam,PKS-MRA,Kalimantan Tengah,30,Shift 2,Kernel di Fibre Cyclone,Kernel Loss,% terhadap TBS olah,0.669,0.6,0.069,Melebihi Standar,Firman Ramadhan,NMR,331.0,12.1,91.2,136.1,3.15,87.8,45.6,3950,1.96,13.2
LS-005803,2026-04-25,4,Apr,17,PKS Muara Alam,PKS-MRA,Kalimantan Tengah,30,Shift 1,Kernel di Cangkang (LTDS),Kernel Loss,% terhadap TBS olah,0.566,0.55,0.016,Melebihi Standar,Nanda Wijaya,NMR,331.0,12.1,91.2,138.2,2.73,90.0,47.4,3950,1.96,13.2
LS-005804,2026-04-25,4,Apr,17,PKS Muara Alam,PKS-MRA,Kalimantan Tengah,30,Shift 1,Kernel di Claybath,Kernel Loss,% terhadap TBS olah,0.364,0.35,0.014,Melebihi Standar,Agus Prakoso,Soxhlet Ekstraksi,331.0,12.1,91.2,136.2,2.92,84.3,50.5,3950,1.96,13.2
LS-005805,2026-04-25,4,Apr,17,PKS Muara Alam,PKS-MRA,Kalimantan Tengah,30,Shift 1,Kernel di Effluent,Kernel Loss,% terhadap TBS olah,0.051,0.05,0.001,Melebihi Standar,Tirta Sanjaya,Oven Kadar Air + Soxhlet,331.0,12.1,91.2,139.7,2.99,88.8,51.2,3950,1.96,13.2
LS-005806,2026-04-27,4,Apr,18,PKS Muara Alam,PKS-MRA,Kalimantan Tengah,30,Shift 1,Tandan Kosong (EFB),Oil Loss,% terhadap TBS olah,0.435,0.45,-0.015,Sesuai Standar,Nanda Wijaya,NMR,358.1,12.5,95.5,135.4,2.8,89.8,47.6,3950,2.06,12.8
LS-005807,2026-04-27,4,Apr,18,PKS Muara Alam,PKS-MRA,Kalimantan Tengah,30,Shift 2,Unstripped Bunch (USB),Oil Loss,% terhadap TBS olah,0.111,0.1,0.011,Melebihi Standar,Firman Ramadhan,Oven Kadar Air + Soxhlet,358.1,12.5,95.5,135.2,2.66,87.8,46.2,3950,2.06,12.8
LS-005808,2026-04-27,4,Apr,18,PKS Muara Alam,PKS-MRA,Kalimantan Tengah,30,Shift 1,Ampas Press / Fibre,Oil Loss,% terhadap TBS olah,0.66,0.6,0.06,Melebihi Standar,Umi Salamah,Oven Kadar Air + Soxhlet,358.1,12.5,95.5,137.8,2.81,87.2,52.0,3950,2.06,12.8
LS-005809,2026-04-27,4,Apr,18,PKS Muara Alam,PKS-MRA,Kalimantan Tengah,30,Shift 2,Biji / Nut,Oil Loss,% terhadap TBS olah,0.221,0.2,0.021,Melebihi Standar,Tirta Sanjaya,Oven Kadar Air + Soxhlet,358.1,12.5,95.5,136.5,2.83,88.2,48.0,3950,2.06,12.8
LS-005810,2026-04-27,4,Apr,18,PKS Muara Alam,PKS-MRA,Kalimantan Tengah,30,Shift 2,Sludge / Final Effluent,Oil Loss,% terhadap TBS olah,0.55,0.55,0.0,Sesuai Standar,Firman Ramadhan,NMR,358.1,12.5,95.5,136.7,2.89,90.8,48.2,3950,2.06,12.8
LS-005811,2026-04-27,4,Apr,18,PKS Muara Alam,PKS-MRA,Kalimantan Tengah,30,Shift 2,Kernel di Fibre Cyclone,Kernel Loss,% terhadap TBS olah,0.618,0.6,0.018,Melebihi Standar,Firman Ramadhan,Oven Kadar Air + Soxhlet,358.1,12.5,95.5,138.9,2.82,94.2,48.0,3950,2.06,12.8
LS-005812,2026-04-27,4,Apr,18,PKS Muara Alam,PKS-MRA,Kalimantan Tengah,30,Shift 1,Kernel di Cangkang (LTDS),Kernel Loss,% terhadap TBS olah,0.543,0.55,-0.007,Sesuai Standar,Umi Salamah,NMR,358.1,12.5,95.5,136.4,2.86,89.1,47.0,3950,2.06,12.8
LS-005813,2026-04-27,4,Apr,18,PKS Muara Alam,PKS-MRA,Kalimantan Tengah,30,Shift 2,Kernel di Claybath,Kernel Loss,% terhadap TBS olah,0.383,0.35,0.033,Melebihi Standar,Firman Ramadhan,NMR,358.1,12.5,95.5,135.7,2.74,85.0,51.4,3950,2.06,12.8
LS-005814,2026-04-27,4,Apr,18,PKS Muara Alam,PKS-MRA,Kalimantan Tengah,30,Shift 1,Kernel di Effluent,Kernel Loss,% terhadap TBS olah,0.051,0.05,0.001,Melebihi Standar,Nanda Wijaya,NMR,358.1,12.5,95.5,137.7,2.86,90.3,47.8,3950,2.06,12.8
LS-005815,2026-04-28,4,Apr,18,PKS Muara Alam,PKS-MRA,Kalimantan Tengah,30,Shift 2,Tandan Kosong (EFB),Oil Loss,% terhadap TBS olah,0.418,0.45,-0.032,Sesuai Standar,Tirta Sanjaya,NMR,363.5,14.3,84.7,143.8,2.87,93.6,46.8,3950,2.97,12.5
LS-005816,2026-04-28,4,Apr,18,PKS Muara Alam,PKS-MRA,Kalimantan Tengah,30,Shift 2,Unstripped Bunch (USB),Oil Loss,% terhadap TBS olah,0.109,0.1,0.009,Melebihi Standar,Nanda Wijaya,NMR,363.5,14.3,84.7,137.9,3.01,89.7,49.6,3950,2.97,12.5
