RekomendasiID,Tahun,BlokID,EstateKode,Estate,Wilayah,Afdeling,StatusKebun,LuasHa,JumlahPokok,UmurTanaman,JenisTanah,K_Daun_Persen,StatusK,NPK_13_6_27_4_KgPerPokok,MOP_KgPerPokok,Kieserite_KgPerPokok,Urea_KgPerPokok,RockPhosphate_KgPerPokok,Borate_KgPerPokok,TotalPupuk_Ton,EstimasiBiaya_Rp,Semester1_Persen,Semester2_Persen,DasarRekomendasi,DisusunOleh,DisetujuiOleh
RK-00778,2026,RKJ-C-010,RKJ,Estate Rokan Jaya,Riau,C,Inti,26.3,3419,12,Mineral,1.085,Optimum,3.17,1.27,1.2,0.9,0.45,0.18,24.51,199506865,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00779,2026,RKJ-C-011,RKJ,Estate Rokan Jaya,Riau,C,Inti,24.1,3446,17,Podsolik Merah Kuning,1.072,Optimum,3.43,1.36,1.2,1.25,0.45,0.1,26.84,240055939,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00780,2026,RKJ-C-012,RKJ,Estate Rokan Jaya,Riau,C,Inti,26.6,3591,7,Aluvial,1.227,Optimum,3.06,1.26,0.85,0.9,0.45,0.18,24.06,188659513,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00781,2026,RKJ-C-013,RKJ,Estate Rokan Jaya,Riau,C,Inti,30.2,3986,10,Podsolik Merah Kuning,1.157,Optimum,3.3,1.45,0.85,0.9,0.45,0.1,28.1,254124773,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00782,2026,RKJ-C-014,RKJ,Estate Rokan Jaya,Riau,C,Inti,31.5,4032,15,Podsolik Merah Kuning,1.072,Optimum,3.19,1.39,0.85,1.25,0.45,0.18,29.47,231671773,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00783,2026,RKJ-C-015,RKJ,Estate Rokan Jaya,Riau,C,Inti,26.1,3524,13,Podsolik Merah Kuning,1.178,Optimum,3.08,1.32,0.85,0.9,0.45,0.18,23.89,196660652,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00784,2026,RKJ-C-016,RKJ,Estate Rokan Jaya,Riau,C,Inti,30.1,4064,16,Gambut,1.22,Optimum,3.38,1.48,0.85,0.9,0.75,0.18,30.64,250730115,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00785,2026,RKJ-C-017,RKJ,Estate Rokan Jaya,Riau,C,Inti,28.9,3757,12,Gambut,1.188,Optimum,3.33,1.36,0.85,0.9,0.75,0.18,27.69,241121566,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00786,2026,RKJ-C-018,RKJ,Estate Rokan Jaya,Riau,C,Inti,28.6,3775,10,Mineral,1.19,Optimum,3.44,1.34,1.2,1.25,0.45,0.1,29.37,261950856,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00787,2026,RKJ-C-019,RKJ,Estate Rokan Jaya,Riau,C,Inti,31.1,3981,17,Mineral,0.927,Defisit,4.34,2.08,0.85,1.25,0.45,0.18,36.43,307163212,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00788,2026,RKJ-C-020,RKJ,Estate Rokan Jaya,Riau,C,Inti,30.4,3952,13,Gambut,1.261,Optimum,3.05,1.36,0.85,1.25,0.75,0.18,29.4,269200549,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00789,2026,RKJ-C-021,RKJ,Estate Rokan Jaya,Riau,C,Inti,29.0,3915,17,Gambut,1.071,Optimum,3.4,1.25,1.2,0.9,0.75,0.1,29.75,266968903,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00790,2026,RKJ-C-022,RKJ,Estate Rokan Jaya,Riau,C,Inti,26.1,3393,10,Gambut,1.094,Optimum,3.42,1.37,0.85,0.9,0.75,0.18,25.35,201920706,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00791,2026,RKJ-C-023,RKJ,Estate Rokan Jaya,Riau,C,Inti,29.3,3809,14,Podsolik Merah Kuning,1.139,Optimum,3.38,1.29,0.85,0.9,0.45,0.1,26.55,234650971,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00792,2026,RKJ-C-024,RKJ,Estate Rokan Jaya,Riau,C,Inti,31.7,4121,19,Gambut,1.209,Optimum,3.15,1.45,1.2,0.9,0.75,0.18,31.44,291574509,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00793,2026,RKJ-D-001,RKJ,Estate Rokan Jaya,Riau,D,Inti,30.0,3900,21,Mineral,1.233,Optimum,3.36,1.4,0.85,0.9,0.45,0.1,27.53,226265063,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00794,2026,RKJ-D-002,RKJ,Estate Rokan Jaya,Riau,D,Inti,26.5,3578,21,Podsolik Merah Kuning,1.092,Optimum,3.06,1.39,0.85,0.9,0.45,0.18,24.44,213465165,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00795,2026,RKJ-D-003,RKJ,Estate Rokan Jaya,Riau,D,Inti,26.0,3640,16,Aluvial,1.123,Optimum,3.27,1.27,0.85,0.9,0.45,0.1,24.9,222364212,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00796,2026,RKJ-D-004,RKJ,Estate Rokan Jaya,Riau,D,Inti,27.8,3975,17,Gambut,1.053,Optimum,3.34,1.37,0.85,0.9,0.75,0.1,29.06,231414460,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00797,2026,RKJ-D-005,RKJ,Estate Rokan Jaya,Riau,D,Inti,29.9,4066,8,Mineral,1.196,Optimum,3.12,1.28,0.85,0.9,0.45,0.1,27.24,230392738,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00798,2026,RKJ-D-006,RKJ,Estate Rokan Jaya,Riau,D,Inti,28.1,4018,19,Gambut,1.043,Optimum,3.07,1.26,0.85,1.25,0.75,0.18,29.57,245832449,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00799,2026,RKJ-D-007,RKJ,Estate Rokan Jaya,Riau,D,Inti,27.1,3469,8,Mineral,1.04,Optimum,3.17,1.35,0.85,1.25,0.45,0.1,24.87,214749487,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00800,2026,RKJ-D-008,RKJ,Estate Rokan Jaya,Riau,D,Inti,29.5,3835,21,Podsolik Merah Kuning,1.081,Optimum,3.33,1.26,0.85,0.9,0.45,0.1,26.42,208705519,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00801,2026,RKJ-D-009,RKJ,Estate Rokan Jaya,Riau,D,Inti,25.9,3496,13,Gambut,1.059,Optimum,3.06,1.3,0.85,0.9,0.75,0.18,24.61,218448473,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00802,2026,RKJ-D-010,RKJ,Estate Rokan Jaya,Riau,D,Inti,27.9,3766,14,Mineral,1.136,Optimum,3.22,1.27,1.2,0.9,0.45,0.1,26.89,243633047,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00803,2026,RKJ-D-011,RKJ,Estate Rokan Jaya,Riau,D,Inti,26.1,3602,10,Podsolik Merah Kuning,1.139,Optimum,3.1,1.49,0.85,0.9,0.45,0.1,24.82,216996203,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00804,2026,RKJ-D-012,RKJ,Estate Rokan Jaya,Riau,D,Inti,25.1,3589,12,Gambut,1.05,Optimum,3.29,1.45,0.85,0.9,0.75,0.18,26.63,240069409,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00805,2026,RKJ-D-013,RKJ,Estate Rokan Jaya,Riau,D,Inti,28.5,3876,7,Gambut,1.134,Optimum,3.28,1.4,0.85,1.25,0.75,0.1,29.57,253016289,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00806,2026,RKJ-D-014,RKJ,Estate Rokan Jaya,Riau,D,Inti,28.5,3933,7,Podsolik Merah Kuning,1.207,Optimum,3.31,1.34,0.85,0.9,0.45,0.18,27.65,249817647,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00807,2026,RKJ-D-015,RKJ,Estate Rokan Jaya,Riau,D,Inti,27.3,3494,11,Gambut,1.1,Optimum,3.15,1.34,0.85,1.25,0.75,0.18,26.27,243484281,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00808,2026,RKJ-D-016,RKJ,Estate Rokan Jaya,Riau,D,Inti,24.6,3444,16,Mineral,1.083,Optimum,3.39,1.37,0.85,1.25,0.45,0.1,25.52,212915717,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00809,2026,RKJ-D-017,RKJ,Estate Rokan Jaya,Riau,D,Inti,26.2,3616,21,Mineral,1.176,Optimum,3.29,1.46,0.85,1.25,0.45,0.1,26.76,238621100,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00810,2026,RKJ-D-018,RKJ,Estate Rokan Jaya,Riau,D,Inti,24.6,3444,19,Gambut,1.134,Optimum,3.19,1.45,0.85,0.9,0.75,0.1,24.93,214058607,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00811,2026,RKJ-D-019,RKJ,Estate Rokan Jaya,Riau,D,Inti,27.9,3627,11,Mineral,1.053,Optimum,3.26,1.31,0.85,0.9,0.45,0.1,24.92,213566823,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00812,2026,RKJ-D-020,RKJ,Estate Rokan Jaya,Riau,D,Inti,29.7,4099,8,Gambut,1.222,Optimum,3.07,1.25,0.85,1.25,0.75,0.1,29.8,274628932,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00813,2026,RKJ-D-021,RKJ,Estate Rokan Jaya,Riau,D,Inti,31.8,4293,8,Mineral,0.977,Defisit,4.28,1.37,0.85,1.25,0.45,0.1,35.63,331848662,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00814,2026,RKJ-D-022,RKJ,Estate Rokan Jaya,Riau,D,Inti,28.1,3597,16,Mineral,1.152,Optimum,3.15,1.34,0.85,0.9,0.45,0.1,24.42,192544984,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00815,2026,RKJ-D-023,RKJ,Estate Rokan Jaya,Riau,D,Inti,26.4,3432,19,Mineral,1.158,Optimum,3.31,1.32,0.85,0.9,0.45,0.1,23.78,201304837,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00816,2026,RKJ-D-024,RKJ,Estate Rokan Jaya,Riau,D,Inti,31.5,4158,7,Podsolik Merah Kuning,1.224,Optimum,3.37,1.25,0.85,0.9,0.45,0.18,29.11,250598279,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00817,2026,RKJ-E-001,RKJ,Estate Rokan Jaya,Riau,E,Inti,29.0,3770,7,Gambut,1.174,Optimum,3.15,1.32,0.85,0.9,0.75,0.1,26.65,234716853,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00818,2026,RKJ-E-002,RKJ,Estate Rokan Jaya,Riau,E,Inti,24.7,3334,13,Mineral,1.047,Optimum,3.41,1.37,1.2,0.9,0.45,0.1,24.77,228080243,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00819,2026,RKJ-E-003,RKJ,Estate Rokan Jaya,Riau,E,Inti,30.0,3840,8,Podsolik Merah Kuning,1.106,Optimum,3.31,1.43,0.85,0.9,0.45,0.18,27.34,238640696,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00820,2026,RKJ-E-004,RKJ,Estate Rokan Jaya,Riau,E,Inti,27.4,3918,10,Podsolik Merah Kuning,1.163,Optimum,3.15,1.28,0.85,1.25,0.45,0.18,28.05,236232744,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00821,2026,RKJ-E-005,RKJ,Estate Rokan Jaya,Riau,E,Inti,28.6,3861,13,Aluvial,1.092,Optimum,3.12,1.36,0.85,0.9,0.45,0.1,26.18,217021909,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00822,2026,RKJ-E-006,RKJ,Estate Rokan Jaya,Riau,E,Inti,30.2,4107,11,Gambut,1.067,Optimum,3.35,1.39,0.85,1.25,0.75,0.1,31.58,266947684,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00823,2026,RKJ-E-007,RKJ,Estate Rokan Jaya,Riau,E,Inti,30.5,4270,15,Mineral,1.225,Optimum,3.19,1.41,0.85,0.9,0.45,0.1,29.46,244950986,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00824,2026,RKJ-E-008,RKJ,Estate Rokan Jaya,Riau,E,Inti,31.4,4333,10,Gambut,1.035,Optimum,3.4,1.46,0.85,0.9,0.75,0.18,32.67,268247373,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00825,2026,RKJ-E-009,RKJ,Estate Rokan Jaya,Riau,E,Inti,28.4,4061,9,Mineral,1.192,Optimum,3.08,1.38,0.85,0.9,0.45,0.1,27.45,221207943,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00826,2026,RKJ-E-010,RKJ,Estate Rokan Jaya,Riau,E,Inti,28.4,4061,17,Mineral,1.084,Optimum,3.28,1.38,0.85,0.9,0.45,0.1,28.26,226122108,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00827,2026,RKJ-E-011,RKJ,Estate Rokan Jaya,Riau,E,Inti,25.2,3528,19,Mineral,1.22,Optimum,3.2,1.25,0.85,0.9,0.45,0.1,23.81,196804269,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00828,2026,RKJ-E-012,RKJ,Estate Rokan Jaya,Riau,E,Inti,27.6,3588,11,Aluvial,1.181,Optimum,3.37,1.29,1.2,1.25,0.45,0.1,27.48,240680246,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00829,2026,RKJ-E-013,RKJ,Estate Rokan Jaya,Riau,E,Inti,29.6,4085,18,Mineral,1.047,Optimum,3.4,1.37,0.85,0.9,0.45,0.1,28.88,245145078,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00830,2026,RKJ-E-014,RKJ,Estate Rokan Jaya,Riau,E,Inti,30.2,4107,21,Podsolik Merah Kuning,1.215,Optimum,3.34,1.27,0.85,1.25,0.45,0.1,29.82,253914846,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00831,2026,RKJ-E-015,RKJ,Estate Rokan Jaya,Riau,E,Inti,29.8,3934,18,Aluvial,1.101,Optimum,3.16,1.29,0.85,0.9,0.45,0.1,26.55,209462637,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00832,2026,RKJ-E-016,RKJ,Estate Rokan Jaya,Riau,E,Inti,31.8,4293,12,Mineral,1.038,Optimum,3.27,1.38,0.85,0.9,0.45,0.18,30.18,255751954,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00833,2026,RKJ-E-017,RKJ,Estate Rokan Jaya,Riau,E,Inti,29.2,4030,18,Mineral,1.055,Optimum,3.2,1.26,1.2,0.9,0.45,0.18,28.98,259355822,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00834,2026,RKJ-E-018,RKJ,Estate Rokan Jaya,Riau,E,Inti,25.3,3289,19,Mineral,1.215,Optimum,3.35,1.45,1.2,0.9,0.45,0.1,24.5,224388766,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00835,2026,RKJ-E-019,RKJ,Estate Rokan Jaya,Riau,E,Inti,27.8,3558,7,Podsolik Merah Kuning,1.169,Optimum,3.23,1.36,0.85,0.9,0.45,0.1,24.51,212803015,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00836,2026,RKJ-E-020,RKJ,Estate Rokan Jaya,Riau,E,Inti,31.4,4490,12,Mineral,1.153,Optimum,3.22,1.41,0.85,0.9,0.45,0.1,31.12,251422299,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00837,2026,RKJ-E-021,RKJ,Estate Rokan Jaya,Riau,E,Inti,25.1,3514,14,Mineral,1.176,Optimum,3.18,1.31,1.2,0.9,0.45,0.1,25.09,213225229,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00838,2026,RKJ-E-022,RKJ,Estate Rokan Jaya,Riau,E,Inti,27.2,3890,14,Gambut,1.048,Optimum,3.39,1.47,0.85,1.25,0.75,0.1,30.38,246463174,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00839,2026,RKJ-E-023,RKJ,Estate Rokan Jaya,Riau,E,Inti,26.0,3718,14,Podsolik Merah Kuning,1.175,Optimum,3.43,1.26,0.85,0.9,0.45,0.1,25.99,230116132,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00840,2026,RKJ-E-024,RKJ,Estate Rokan Jaya,Riau,E,Inti,29.8,4172,18,Podsolik Merah Kuning,1.112,Optimum,3.19,1.47,0.85,1.25,0.45,0.1,30.5,252365931,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00841,2026,RKJ-F-001,RKJ,Estate Rokan Jaya,Riau,F,Inti,27.3,3767,19,Podsolik Merah Kuning,1.008,Optimum,3.38,1.4,0.85,0.9,0.45,0.18,26.97,222026150,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00842,2026,RKJ-F-002,RKJ,Estate Rokan Jaya,Riau,F,Inti,31.4,4239,7,Aluvial,1.124,Optimum,3.12,1.27,0.85,0.9,0.45,0.1,28.36,253859201,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00843,2026,RKJ-F-003,RKJ,Estate Rokan Jaya,Riau,F,Inti,31.5,4410,13,Aluvial,1.218,Optimum,3.17,1.47,0.85,0.9,0.45,0.18,30.96,280749109,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00844,2026,RKJ-F-004,RKJ,Estate Rokan Jaya,Riau,F,Inti,25.0,3500,11,Mineral,1.12,Optimum,3.1,1.27,0.85,0.9,0.45,0.18,23.62,193620159,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00845,2026,RKJ-F-005,RKJ,Estate Rokan Jaya,Riau,F,Inti,27.6,3588,18,Mineral,1.136,Optimum,3.12,1.33,0.85,0.9,0.45,0.1,24.22,191669751,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00846,2026,RKJ-F-006,RKJ,Estate Rokan Jaya,Riau,F,Inti,27.8,3753,11,Mineral,1.024,Optimum,3.34,1.49,0.85,0.9,0.45,0.18,27.06,223026685,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00847,2026,RKJ-F-007,RKJ,Estate Rokan Jaya,Riau,F,Inti,26.5,3445,10,Gambut,1.104,Optimum,3.35,1.43,0.85,0.9,0.75,0.18,25.7,227678710,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00848,2026,RKJ-F-008,RKJ,Estate Rokan Jaya,Riau,F,Inti,28.1,4018,10,Podsolik Merah Kuning,1.292,Optimum,3.05,1.29,0.85,0.9,0.45,0.1,26.68,241302838,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00849,2026,RKJ-F-009,RKJ,Estate Rokan Jaya,Riau,F,Inti,27.0,3861,21,Mineral,1.215,Optimum,3.1,1.29,0.85,1.25,0.45,0.1,27.18,236442534,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00850,2026,RKJ-F-010,RKJ,Estate Rokan Jaya,Riau,F,Inti,31.3,4319,8,Mineral,1.066,Optimum,3.43,1.49,0.85,0.9,0.45,0.18,31.53,280813266,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00851,2026,RKJ-F-011,RKJ,Estate Rokan Jaya,Riau,F,Inti,30.3,4242,10,Gambut,1.075,Optimum,3.3,1.34,0.85,0.9,0.75,0.1,30.71,269967816,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00852,2026,RKJ-F-012,RKJ,Estate Rokan Jaya,Riau,F,Inti,27.5,3932,10,Podsolik Merah Kuning,1.211,Optimum,3.25,1.38,0.85,1.25,0.45,0.18,28.94,256703087,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00853,2026,RKJ-F-013,RKJ,Estate Rokan Jaya,Riau,F,Inti,27.6,3947,13,Mineral,1.025,Optimum,3.3,1.42,1.2,0.9,0.45,0.1,29.09,236090135,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00854,2026,RKJ-F-014,RKJ,Estate Rokan Jaya,Riau,F,Inti,25.4,3505,18,Podsolik Merah Kuning,1.203,Optimum,3.08,1.35,0.85,0.9,0.45,0.1,23.59,208555937,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00855,2026,RKJ-F-015,RKJ,Estate Rokan Jaya,Riau,F,Inti,27.6,3809,12,Gambut,1.136,Optimum,3.35,1.29,0.85,0.9,0.75,0.18,27.88,246684302,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
