Tahun,Bulan,NamaBulan,Periode,BlokID,EstateKode,Estate,Wilayah,Afdeling,StatusKebun,LuasHa,UmurTanaman,JenisTanah,TBS_Ton,TonPerHa,JumlahJanjang,BJR_Kg,PotensiTonPerHa_Bulan,YieldGap_TonPerHa,PencapaianPotensi_Persen,CurahHujanBulanIni_mm,DefisitAirBulanIni_mm,CurahHujanLag24_32Bulan_mm,DefisitAirLag5_6Bulan_mm,K_Daun_Persen,RealisasiPupukSem1_Persen
2026,1,Jan,Jan-2026,KPS-A-011,KPS,Estate Kampar Sentosa,Riau,A,Plasma,25.6,13,Mineral,35.67,1.393,2394,14.9,1.89,-0.497,73.7,396.4,0.0,178.4,48.2,1.081,95.5
2026,2,Feb,Feb-2026,KPS-A-011,KPS,Estate Kampar Sentosa,Riau,A,Plasma,25.6,13,Mineral,37.49,1.465,2516,14.9,2.07,-0.605,70.8,248.1,0.0,181.5,99.7,1.081,95.5
2026,3,Mar,Mar-2026,KPS-A-011,KPS,Estate Kampar Sentosa,Riau,A,Plasma,25.6,13,Mineral,47.84,1.869,2989,16.0,2.25,-0.381,83.1,331.4,0.0,187.7,51.4,1.081,95.5
2026,4,Apr,Apr-2026,KPS-A-011,KPS,Estate Kampar Sentosa,Riau,A,Plasma,25.6,13,Mineral,50.77,1.983,3340,15.2,2.382,-0.398,83.3,302.5,0.0,193.9,0.0,1.081,95.5
2026,5,Mei,Mei-2026,KPS-A-011,KPS,Estate Kampar Sentosa,Riau,A,Plasma,25.6,13,Mineral,53.33,2.083,3508,15.2,2.43,-0.347,85.7,256.8,0.0,201.8,0.0,1.081,95.5
2026,6,Jun,Jun-2026,KPS-A-011,KPS,Estate Kampar Sentosa,Riau,A,Plasma,25.6,13,Mineral,50.92,1.989,3637,14.0,2.382,-0.393,83.5,94.6,55.4,194.0,0.0,1.081,95.5
2026,7,Jul,Jul-2026,KPS-A-011,KPS,Estate Kampar Sentosa,Riau,A,Plasma,25.6,13,Mineral,45.81,1.79,3444,13.3,2.25,-0.46,79.5,107.0,43.0,186.4,0.0,1.081,95.5
2024,1,Jan,Jan-2024,KPS-A-012,KPS,Estate Kampar Sentosa,Riau,A,Plasma,25.5,15,Mineral,38.57,1.513,2488,15.5,1.82,-0.307,83.1,345.7,0.0,227.4,65.8,1.044,82.0
2024,2,Feb,Feb-2024,KPS-A-012,KPS,Estate Kampar Sentosa,Riau,A,Plasma,25.5,15,Mineral,49.4,1.937,2888,17.1,1.993,-0.056,97.2,207.7,0.0,245.1,40.0,1.044,82.0
2024,3,Mar,Mar-2024,KPS-A-012,KPS,Estate Kampar Sentosa,Riau,A,Plasma,25.5,15,Mineral,56.16,2.202,3769,14.9,2.167,0.036,101.6,171.8,0.0,266.0,28.1,1.044,82.0
2024,4,Apr,Apr-2024,KPS-A-012,KPS,Estate Kampar Sentosa,Riau,A,Plasma,25.5,15,Mineral,57.31,2.248,3673,15.6,2.294,-0.046,98.0,153.9,0.0,274.5,28.1,1.044,82.0
2024,5,Mei,Mei-2024,KPS-A-012,KPS,Estate Kampar Sentosa,Riau,A,Plasma,25.5,15,Mineral,60.24,2.362,3564,16.9,2.34,0.022,100.9,141.0,9.0,276.9,0.0,1.044,82.0
2024,6,Jun,Jun-2024,KPS-A-012,KPS,Estate Kampar Sentosa,Riau,A,Plasma,25.5,15,Mineral,58.83,2.307,3820,15.4,2.294,0.014,100.6,86.0,64.0,263.4,0.0,1.044,82.0
2024,7,Jul,Jul-2024,KPS-A-012,KPS,Estate Kampar Sentosa,Riau,A,Plasma,25.5,15,Mineral,55.97,2.195,3588,15.6,2.167,0.028,101.3,24.8,125.2,248.5,0.0,1.044,82.0
2024,8,Agu,Agu-2024,KPS-A-012,KPS,Estate Kampar Sentosa,Riau,A,Plasma,25.5,15,Mineral,42.96,1.685,2588,16.6,1.993,-0.308,84.5,87.0,63.0,207.5,0.0,1.044,82.0
2024,9,Sep,Sep-2024,KPS-A-012,KPS,Estate Kampar Sentosa,Riau,A,Plasma,25.5,15,Mineral,39.28,1.54,2380,16.5,1.82,-0.28,84.6,68.9,81.1,193.1,0.0,1.044,82.0
2024,10,Okt,Okt-2024,KPS-A-012,KPS,Estate Kampar Sentosa,Riau,A,Plasma,25.5,15,Mineral,31.7,1.243,1944,16.3,1.693,-0.45,73.4,195.8,0.0,173.3,4.5,1.044,82.0
2024,11,Nov,Nov-2024,KPS-A-012,KPS,Estate Kampar Sentosa,Riau,A,Plasma,25.5,15,Mineral,32.93,1.291,1971,16.7,1.647,-0.355,78.4,390.7,0.0,175.0,36.5,1.044,82.0
2024,12,Des,Des-2024,KPS-A-012,KPS,Estate Kampar Sentosa,Riau,A,Plasma,25.5,15,Mineral,28.37,1.112,1761,16.1,1.693,-0.581,65.7,143.9,6.1,158.3,94.6,1.044,82.0
2025,1,Jan,Jan-2025,KPS-A-012,KPS,Estate Kampar Sentosa,Riau,A,Plasma,25.5,16,Mineral,32.21,1.263,1713,18.8,1.75,-0.487,72.2,153.7,0.0,167.8,94.1,1.044,82.0
2025,2,Feb,Feb-2025,KPS-A-012,KPS,Estate Kampar Sentosa,Riau,A,Plasma,25.5,16,Mineral,37.31,1.463,1984,18.8,1.917,-0.453,76.3,252.8,0.0,169.5,72.0,1.044,82.0
2025,3,Mar,Mar-2025,KPS-A-012,KPS,Estate Kampar Sentosa,Riau,A,Plasma,25.5,16,Mineral,39.53,1.55,2325,17.0,2.083,-0.533,74.4,465.6,0.0,170.7,40.5,1.044,82.0
2025,4,Apr,Apr-2025,KPS-A-012,KPS,Estate Kampar Sentosa,Riau,A,Plasma,25.5,16,Mineral,47.45,1.861,2621,18.1,2.205,-0.344,84.4,134.1,15.9,202.2,0.0,1.044,82.0
2025,5,Mei,Mei-2025,KPS-A-012,KPS,Estate Kampar Sentosa,Riau,A,Plasma,25.5,16,Mineral,52.26,2.05,2986,17.5,2.25,-0.2,91.1,218.3,0.0,218.6,3.0,1.044,82.0
2025,6,Jun,Jun-2025,KPS-A-012,KPS,Estate Kampar Sentosa,Riau,A,Plasma,25.5,16,Mineral,51.79,2.031,3177,16.3,2.205,-0.174,92.1,111.4,38.6,208.6,3.0,1.044,82.0
2025,7,Jul,Jul-2025,KPS-A-012,KPS,Estate Kampar Sentosa,Riau,A,Plasma,25.5,16,Mineral,42.77,1.677,2389,17.9,2.083,-0.406,80.5,158.2,0.0,198.2,0.0,1.044,82.0
2025,8,Agu,Agu-2025,KPS-A-012,KPS,Estate Kampar Sentosa,Riau,A,Plasma,25.5,16,Mineral,35.75,1.402,2153,16.6,1.917,-0.515,73.1,53.5,96.5,169.9,0.0,1.044,82.0
2025,9,Sep,Sep-2025,KPS-A-012,KPS,Estate Kampar Sentosa,Riau,A,Plasma,25.5,16,Mineral,36.07,1.415,1939,18.6,1.75,-0.335,80.8,47.2,102.8,173.2,8.0,1.044,82.0
2025,10,Okt,Okt-2025,KPS-A-012,KPS,Estate Kampar Sentosa,Riau,A,Plasma,25.5,16,Mineral,30.5,1.196,1906,16.0,1.628,-0.432,73.5,197.4,0.0,154.3,8.0,1.044,82.0
2025,11,Nov,Nov-2025,KPS-A-012,KPS,Estate Kampar Sentosa,Riau,A,Plasma,25.5,16,Mineral,30.94,1.213,1737,17.8,1.583,-0.37,76.6,267.0,0.0,157.8,19.3,1.044,82.0
2025,12,Des,Des-2025,KPS-A-012,KPS,Estate Kampar Sentosa,Riau,A,Plasma,25.5,16,Mineral,31.53,1.237,1854,17.0,1.628,-0.391,76.0,474.2,0.0,179.3,19.3,1.044,82.0
2026,1,Jan,Jan-2026,KPS-A-012,KPS,Estate Kampar Sentosa,Riau,A,Plasma,25.5,17,Mineral,32.63,1.279,1726,18.9,1.68,-0.401,76.2,396.4,0.0,178.4,48.2,1.044,82.0
2026,2,Feb,Feb-2026,KPS-A-012,KPS,Estate Kampar Sentosa,Riau,A,Plasma,25.5,17,Mineral,36.03,1.413,1829,19.7,1.84,-0.427,76.8,248.1,0.0,181.5,99.7,1.044,82.0
2026,3,Mar,Mar-2026,KPS-A-012,KPS,Estate Kampar Sentosa,Riau,A,Plasma,25.5,17,Mineral,41.27,1.618,2358,17.5,2.0,-0.382,80.9,331.4,0.0,187.7,51.4,1.044,82.0
2026,4,Apr,Apr-2026,KPS-A-012,KPS,Estate Kampar Sentosa,Riau,A,Plasma,25.5,17,Mineral,47.45,1.861,2650,17.9,2.117,-0.257,87.9,302.5,0.0,193.9,0.0,1.044,82.0
2026,5,Mei,Mei-2026,KPS-A-012,KPS,Estate Kampar Sentosa,Riau,A,Plasma,25.5,17,Mineral,46.2,1.812,2566,18.0,2.16,-0.348,83.9,256.8,0.0,201.8,0.0,1.044,82.0
2026,6,Jun,Jun-2026,KPS-A-012,KPS,Estate Kampar Sentosa,Riau,A,Plasma,25.5,17,Mineral,43.28,1.697,2417,17.9,2.117,-0.42,80.2,94.6,55.4,194.0,0.0,1.044,82.0
2026,7,Jul,Jul-2026,KPS-A-012,KPS,Estate Kampar Sentosa,Riau,A,Plasma,25.5,17,Mineral,40.54,1.59,2191,18.5,2.0,-0.41,79.5,107.0,43.0,186.4,0.0,1.044,82.0
2024,1,Jan,Jan-2024,KPS-A-013,KPS,Estate Kampar Sentosa,Riau,A,Plasma,29.7,13,Aluvial,46.96,1.581,2972,15.8,1.89,-0.309,83.7,345.7,0.0,227.4,65.8,1.233,91.4
2024,2,Feb,Feb-2024,KPS-A-013,KPS,Estate Kampar Sentosa,Riau,A,Plasma,29.7,13,Aluvial,54.7,1.842,3551,15.4,2.07,-0.228,89.0,207.7,0.0,245.1,40.0,1.233,91.4
2024,3,Mar,Mar-2024,KPS-A-013,KPS,Estate Kampar Sentosa,Riau,A,Plasma,29.7,13,Aluvial,68.1,2.293,4282,15.9,2.25,0.043,101.9,171.8,0.0,266.0,28.1,1.233,91.4
2024,4,Apr,Apr-2024,KPS-A-013,KPS,Estate Kampar Sentosa,Riau,A,Plasma,29.7,13,Aluvial,75.27,2.534,4856,15.5,2.382,0.153,106.4,153.9,0.0,274.5,28.1,1.233,91.4
2024,5,Mei,Mei-2024,KPS-A-013,KPS,Estate Kampar Sentosa,Riau,A,Plasma,29.7,13,Aluvial,78.88,2.656,5515,14.3,2.43,0.226,109.3,141.0,9.0,276.9,0.0,1.233,91.4
2024,6,Jun,Jun-2024,KPS-A-013,KPS,Estate Kampar Sentosa,Riau,A,Plasma,29.7,13,Aluvial,69.1,2.326,4486,15.4,2.382,-0.055,97.7,86.0,64.0,263.4,0.0,1.233,91.4
2024,7,Jul,Jul-2024,KPS-A-013,KPS,Estate Kampar Sentosa,Riau,A,Plasma,29.7,13,Aluvial,62.07,2.09,3784,16.4,2.25,-0.16,92.9,24.8,125.2,248.5,0.0,1.233,91.4
2024,8,Agu,Agu-2024,KPS-A-013,KPS,Estate Kampar Sentosa,Riau,A,Plasma,29.7,13,Aluvial,53.48,1.801,3428,15.6,2.07,-0.269,87.0,87.0,63.0,207.5,0.0,1.233,91.4
2024,9,Sep,Sep-2024,KPS-A-013,KPS,Estate Kampar Sentosa,Riau,A,Plasma,29.7,13,Aluvial,47.05,1.584,3591,13.1,1.89,-0.306,83.8,68.9,81.1,193.1,0.0,1.233,91.4
2024,10,Okt,Okt-2024,KPS-A-013,KPS,Estate Kampar Sentosa,Riau,A,Plasma,29.7,13,Aluvial,40.13,1.351,2972,13.5,1.758,-0.407,76.9,195.8,0.0,173.3,4.5,1.233,91.4
2024,11,Nov,Nov-2024,KPS-A-013,KPS,Estate Kampar Sentosa,Riau,A,Plasma,29.7,13,Aluvial,37.87,1.275,2704,14.0,1.71,-0.435,74.6,390.7,0.0,175.0,36.5,1.233,91.4
2024,12,Des,Des-2024,KPS-A-013,KPS,Estate Kampar Sentosa,Riau,A,Plasma,29.7,13,Aluvial,37.55,1.264,2781,13.5,1.758,-0.494,71.9,143.9,6.1,158.3,94.6,1.233,91.4
2025,1,Jan,Jan-2025,KPS-A-013,KPS,Estate Kampar Sentosa,Riau,A,Plasma,29.7,14,Aluvial,41.89,1.41,2685,15.6,1.89,-0.48,74.6,153.7,0.0,167.8,94.1,1.233,91.4
2025,2,Feb,Feb-2025,KPS-A-013,KPS,Estate Kampar Sentosa,Riau,A,Plasma,29.7,14,Aluvial,44.08,1.484,2639,16.7,2.07,-0.586,71.7,252.8,0.0,169.5,72.0,1.233,91.4
2025,3,Mar,Mar-2025,KPS-A-013,KPS,Estate Kampar Sentosa,Riau,A,Plasma,29.7,14,Aluvial,51.73,1.742,3116,16.6,2.25,-0.508,77.4,465.6,0.0,170.7,40.5,1.233,91.4
2025,4,Apr,Apr-2025,KPS-A-013,KPS,Estate Kampar Sentosa,Riau,A,Plasma,29.7,14,Aluvial,63.74,2.146,4792,13.3,2.382,-0.236,90.1,134.1,15.9,202.2,0.0,1.233,91.4
2025,5,Mei,Mei-2025,KPS-A-013,KPS,Estate Kampar Sentosa,Riau,A,Plasma,29.7,14,Aluvial,67.33,2.267,4182,16.1,2.43,-0.163,93.3,218.3,0.0,218.6,3.0,1.233,91.4
2025,6,Jun,Jun-2025,KPS-A-013,KPS,Estate Kampar Sentosa,Riau,A,Plasma,29.7,14,Aluvial,63.08,2.124,4096,15.4,2.382,-0.258,89.2,111.4,38.6,208.6,3.0,1.233,91.4
2025,7,Jul,Jul-2025,KPS-A-013,KPS,Estate Kampar Sentosa,Riau,A,Plasma,29.7,14,Aluvial,53.59,1.804,3479,15.4,2.25,-0.446,80.2,158.2,0.0,198.2,0.0,1.233,91.4
2025,8,Agu,Agu-2025,KPS-A-013,KPS,Estate Kampar Sentosa,Riau,A,Plasma,29.7,14,Aluvial,44.96,1.514,2692,16.7,2.07,-0.556,73.1,53.5,96.5,169.9,0.0,1.233,91.4
2025,9,Sep,Sep-2025,KPS-A-013,KPS,Estate Kampar Sentosa,Riau,A,Plasma,29.7,14,Aluvial,45.53,1.533,2937,15.5,1.89,-0.357,81.1,47.2,102.8,173.2,8.0,1.233,91.4
2025,10,Okt,Okt-2025,KPS-A-013,KPS,Estate Kampar Sentosa,Riau,A,Plasma,29.7,14,Aluvial,37.27,1.255,2344,15.9,1.758,-0.503,71.4,197.4,0.0,154.3,8.0,1.233,91.4
2025,11,Nov,Nov-2025,KPS-A-013,KPS,Estate Kampar Sentosa,Riau,A,Plasma,29.7,14,Aluvial,38.72,1.304,2481,15.6,1.71,-0.406,76.2,267.0,0.0,157.8,19.3,1.233,91.4
2025,12,Des,Des-2025,KPS-A-013,KPS,Estate Kampar Sentosa,Riau,A,Plasma,29.7,14,Aluvial,41.41,1.394,2366,17.5,1.758,-0.364,79.3,474.2,0.0,179.3,19.3,1.233,91.4
2026,1,Jan,Jan-2026,KPS-A-013,KPS,Estate Kampar Sentosa,Riau,A,Plasma,29.7,15,Aluvial,40.63,1.368,2539,16.0,1.82,-0.452,75.2,396.4,0.0,178.4,48.2,1.233,91.4
2026,2,Feb,Feb-2026,KPS-A-013,KPS,Estate Kampar Sentosa,Riau,A,Plasma,29.7,15,Aluvial,43.84,1.476,2462,17.8,1.993,-0.517,74.0,248.1,0.0,181.5,99.7,1.233,91.4
2026,3,Mar,Mar-2026,KPS-A-013,KPS,Estate Kampar Sentosa,Riau,A,Plasma,29.7,15,Aluvial,53.37,1.797,3102,17.2,2.167,-0.37,82.9,331.4,0.0,187.7,51.4,1.233,91.4
2026,4,Apr,Apr-2026,KPS-A-013,KPS,Estate Kampar Sentosa,Riau,A,Plasma,29.7,15,Aluvial,58.17,1.958,3504,16.6,2.294,-0.335,85.4,302.5,0.0,193.9,0.0,1.233,91.4
2026,5,Mei,Mei-2026,KPS-A-013,KPS,Estate Kampar Sentosa,Riau,A,Plasma,29.7,15,Aluvial,62.75,2.113,3873,16.2,2.34,-0.227,90.3,256.8,0.0,201.8,0.0,1.233,91.4
2026,6,Jun,Jun-2026,KPS-A-013,KPS,Estate Kampar Sentosa,Riau,A,Plasma,29.7,15,Aluvial,56.67,1.908,3434,16.5,2.294,-0.386,83.2,94.6,55.4,194.0,0.0,1.233,91.4
2026,7,Jul,Jul-2026,KPS-A-013,KPS,Estate Kampar Sentosa,Riau,A,Plasma,29.7,15,Aluvial,52.91,1.781,3094,17.1,2.167,-0.385,82.2,107.0,43.0,186.4,0.0,1.233,91.4
2024,1,Jan,Jan-2024,KPS-A-014,KPS,Estate Kampar Sentosa,Riau,A,Plasma,24.6,11,Mineral,42.92,1.745,3518,12.2,1.96,-0.215,89.0,345.7,0.0,227.4,65.8,1.048,93.9
2024,2,Feb,Feb-2024,KPS-A-014,KPS,Estate Kampar Sentosa,Riau,A,Plasma,24.6,11,Mineral,48.66,1.978,3402,14.3,2.147,-0.169,92.1,207.7,0.0,245.1,40.0,1.048,93.9
2024,3,Mar,Mar-2024,KPS-A-014,KPS,Estate Kampar Sentosa,Riau,A,Plasma,24.6,11,Mineral,59.99,2.439,5041,11.9,2.333,0.105,104.5,171.8,0.0,266.0,28.1,1.048,93.9
2024,4,Apr,Apr-2024,KPS-A-014,KPS,Estate Kampar Sentosa,Riau,A,Plasma,24.6,11,Mineral,61.9,2.516,4725,13.1,2.47,0.046,101.9,153.9,0.0,274.5,28.1,1.048,93.9
2024,5,Mei,Mei-2024,KPS-A-014,KPS,Estate Kampar Sentosa,Riau,A,Plasma,24.6,11,Mineral,65.62,2.667,5249,12.5,2.52,0.147,105.9,141.0,9.0,276.9,0.0,1.048,93.9
2024,6,Jun,Jun-2024,KPS-A-014,KPS,Estate Kampar Sentosa,Riau,A,Plasma,24.6,11,Mineral,58.75,2.388,4662,12.6,2.47,-0.082,96.7,86.0,64.0,263.4,0.0,1.048,93.9
2024,7,Jul,Jul-2024,KPS-A-014,KPS,Estate Kampar Sentosa,Riau,A,Plasma,24.6,11,Mineral,58.74,2.388,4450,13.2,2.333,0.055,102.3,24.8,125.2,248.5,0.0,1.048,93.9
2024,8,Agu,Agu-2024,KPS-A-014,KPS,Estate Kampar Sentosa,Riau,A,Plasma,24.6,11,Mineral,48.25,1.961,3521,13.7,2.147,-0.185,91.4,87.0,63.0,207.5,0.0,1.048,93.9
2024,9,Sep,Sep-2024,KPS-A-014,KPS,Estate Kampar Sentosa,Riau,A,Plasma,24.6,11,Mineral,40.42,1.643,3340,12.1,1.96,-0.317,83.8,68.9,81.1,193.1,0.0,1.048,93.9
2024,10,Okt,Okt-2024,KPS-A-014,KPS,Estate Kampar Sentosa,Riau,A,Plasma,24.6,11,Mineral,36.54,1.485,2922,12.5,1.823,-0.338,81.5,195.8,0.0,173.3,4.5,1.048,93.9
2024,11,Nov,Nov-2024,KPS-A-014,KPS,Estate Kampar Sentosa,Riau,A,Plasma,24.6,11,Mineral,32.94,1.339,2336,14.1,1.773,-0.434,75.5,390.7,0.0,175.0,36.5,1.048,93.9
2024,12,Des,Des-2024,KPS-A-014,KPS,Estate Kampar Sentosa,Riau,A,Plasma,24.6,11,Mineral,29.49,1.199,2499,11.8,1.823,-0.624,65.8,143.9,6.1,158.3,94.6,1.048,93.9
2025,1,Jan,Jan-2025,KPS-A-014,KPS,Estate Kampar Sentosa,Riau,A,Plasma,24.6,12,Mineral,34.33,1.395,2661,12.9,1.96,-0.565,71.2,153.7,0.0,167.8,94.1,1.048,93.9
2025,2,Feb,Feb-2025,KPS-A-014,KPS,Estate Kampar Sentosa,Riau,A,Plasma,24.6,12,Mineral,40.3,1.638,2798,14.4,2.147,-0.508,76.3,252.8,0.0,169.5,72.0,1.048,93.9
2025,3,Mar,Mar-2025,KPS-A-014,KPS,Estate Kampar Sentosa,Riau,A,Plasma,24.6,12,Mineral,41.6,1.691,3151,13.2,2.333,-0.642,72.5,465.6,0.0,170.7,40.5,1.048,93.9
2025,4,Apr,Apr-2025,KPS-A-014,KPS,Estate Kampar Sentosa,Riau,A,Plasma,24.6,12,Mineral,50.61,2.057,3721,13.6,2.47,-0.413,83.3,134.1,15.9,202.2,0.0,1.048,93.9
2025,5,Mei,Mei-2025,KPS-A-014,KPS,Estate Kampar Sentosa,Riau,A,Plasma,24.6,12,Mineral,54.99,2.235,3617,15.2,2.52,-0.285,88.7,218.3,0.0,218.6,3.0,1.048,93.9
2025,6,Jun,Jun-2025,KPS-A-014,KPS,Estate Kampar Sentosa,Riau,A,Plasma,24.6,12,Mineral,53.02,2.155,3582,14.8,2.47,-0.315,87.3,111.4,38.6,208.6,3.0,1.048,93.9
2025,7,Jul,Jul-2025,KPS-A-014,KPS,Estate Kampar Sentosa,Riau,A,Plasma,24.6,12,Mineral,49.85,2.026,3390,14.7,2.333,-0.307,86.8,158.2,0.0,198.2,0.0,1.048,93.9
2025,8,Agu,Agu-2025,KPS-A-014,KPS,Estate Kampar Sentosa,Riau,A,Plasma,24.6,12,Mineral,39.89,1.621,2849,14.0,2.147,-0.525,75.5,53.5,96.5,169.9,0.0,1.048,93.9
2025,9,Sep,Sep-2025,KPS-A-014,KPS,Estate Kampar Sentosa,Riau,A,Plasma,24.6,12,Mineral,36.48,1.483,2605,14.0,1.96,-0.477,75.7,47.2,102.8,173.2,8.0,1.048,93.9
2025,10,Okt,Okt-2025,KPS-A-014,KPS,Estate Kampar Sentosa,Riau,A,Plasma,24.6,12,Mineral,31.0,1.26,2262,13.7,1.823,-0.563,69.1,197.4,0.0,154.3,8.0,1.048,93.9
2025,11,Nov,Nov-2025,KPS-A-014,KPS,Estate Kampar Sentosa,Riau,A,Plasma,24.6,12,Mineral,30.19,1.227,2171,13.9,1.773,-0.546,69.2,267.0,0.0,157.8,19.3,1.048,93.9
2025,12,Des,Des-2025,KPS-A-014,KPS,Estate Kampar Sentosa,Riau,A,Plasma,24.6,12,Mineral,35.77,1.454,2730,13.1,1.823,-0.369,79.7,474.2,0.0,179.3,19.3,1.048,93.9
2026,1,Jan,Jan-2026,KPS-A-014,KPS,Estate Kampar Sentosa,Riau,A,Plasma,24.6,13,Mineral,36.4,1.48,2426,15.0,1.89,-0.41,78.3,396.4,0.0,178.4,48.2,1.048,93.9
2026,2,Feb,Feb-2026,KPS-A-014,KPS,Estate Kampar Sentosa,Riau,A,Plasma,24.6,13,Mineral,39.62,1.611,2556,15.5,2.07,-0.459,77.8,248.1,0.0,181.5,99.7,1.048,93.9
2026,3,Mar,Mar-2026,KPS-A-014,KPS,Estate Kampar Sentosa,Riau,A,Plasma,24.6,13,Mineral,44.68,1.816,3191,14.0,2.25,-0.434,80.7,331.4,0.0,187.7,51.4,1.048,93.9
2026,4,Apr,Apr-2026,KPS-A-014,KPS,Estate Kampar Sentosa,Riau,A,Plasma,24.6,13,Mineral,51.63,2.099,3352,15.4,2.382,-0.283,88.1,302.5,0.0,193.9,0.0,1.048,93.9
2026,5,Mei,Mei-2026,KPS-A-014,KPS,Estate Kampar Sentosa,Riau,A,Plasma,24.6,13,Mineral,48.64,1.977,3199,15.2,2.43,-0.453,81.4,256.8,0.0,201.8,0.0,1.048,93.9
2026,6,Jun,Jun-2026,KPS-A-014,KPS,Estate Kampar Sentosa,Riau,A,Plasma,24.6,13,Mineral,51.62,2.098,3660,14.1,2.382,-0.283,88.1,94.6,55.4,194.0,0.0,1.048,93.9
2026,7,Jul,Jul-2026,KPS-A-014,KPS,Estate Kampar Sentosa,Riau,A,Plasma,24.6,13,Mineral,47.79,1.943,3488,13.7,2.25,-0.307,86.3,107.0,43.0,186.4,0.0,1.048,93.9
2024,1,Jan,Jan-2024,KPS-A-015,KPS,Estate Kampar Sentosa,Riau,A,Plasma,30.3,10,Aluvial,52.5,1.733,4411,11.9,1.96,-0.227,88.4,345.7,0.0,227.4,65.8,1.098,89.6
2024,2,Feb,Feb-2024,KPS-A-015,KPS,Estate Kampar Sentosa,Riau,A,Plasma,30.3,10,Aluvial,64.14,2.117,5482,11.7,2.147,-0.03,98.6,207.7,0.0,245.1,40.0,1.098,89.6
2024,3,Mar,Mar-2024,KPS-A-015,KPS,Estate Kampar Sentosa,Riau,A,Plasma,30.3,10,Aluvial,67.69,2.234,5688,11.9,2.333,-0.099,95.7,171.8,0.0,266.0,28.1,1.098,89.6
2024,4,Apr,Apr-2024,KPS-A-015,KPS,Estate Kampar Sentosa,Riau,A,Plasma,30.3,10,Aluvial,72.41,2.39,5444,13.3,2.47,-0.08,96.7,153.9,0.0,274.5,28.1,1.098,89.6
2024,5,Mei,Mei-2024,KPS-A-015,KPS,Estate Kampar Sentosa,Riau,A,Plasma,30.3,10,Aluvial,80.51,2.657,5920,13.6,2.52,0.137,105.4,141.0,9.0,276.9,0.0,1.098,89.6
2024,6,Jun,Jun-2024,KPS-A-015,KPS,Estate Kampar Sentosa,Riau,A,Plasma,30.3,10,Aluvial,75.17,2.481,6316,11.9,2.47,0.011,100.4,86.0,64.0,263.4,0.0,1.098,89.6
2024,7,Jul,Jul-2024,KPS-A-015,KPS,Estate Kampar Sentosa,Riau,A,Plasma,30.3,10,Aluvial,68.0,2.244,5861,11.6,2.333,-0.089,96.2,24.8,125.2,248.5,0.0,1.098,89.6
2024,8,Agu,Agu-2024,KPS-A-015,KPS,Estate Kampar Sentosa,Riau,A,Plasma,30.3,10,Aluvial,57.45,1.896,4827,11.9,2.147,-0.251,88.3,87.0,63.0,207.5,0.0,1.098,89.6
2024,9,Sep,Sep-2024,KPS-A-015,KPS,Estate Kampar Sentosa,Riau,A,Plasma,30.3,10,Aluvial,47.79,1.577,4266,11.2,1.96,-0.383,80.5,68.9,81.1,193.1,0.0,1.098,89.6
2024,10,Okt,Okt-2024,KPS-A-015,KPS,Estate Kampar Sentosa,Riau,A,Plasma,30.3,10,Aluvial,41.53,1.371,3611,11.5,1.823,-0.453,75.2,195.8,0.0,173.3,4.5,1.098,89.6
2024,11,Nov,Nov-2024,KPS-A-015,KPS,Estate Kampar Sentosa,Riau,A,Plasma,30.3,10,Aluvial,38.96,1.286,3301,11.8,1.773,-0.488,72.5,390.7,0.0,175.0,36.5,1.098,89.6
2024,12,Des,Des-2024,KPS-A-015,KPS,Estate Kampar Sentosa,Riau,A,Plasma,30.3,10,Aluvial,36.71,1.211,3059,12.0,1.823,-0.612,66.4,143.9,6.1,158.3,94.6,1.098,89.6
2025,1,Jan,Jan-2025,KPS-A-015,KPS,Estate Kampar Sentosa,Riau,A,Plasma,30.3,11,Aluvial,43.36,1.431,3188,13.6,1.96,-0.529,73.0,153.7,0.0,167.8,94.1,1.098,89.6
2025,2,Feb,Feb-2025,KPS-A-015,KPS,Estate Kampar Sentosa,Riau,A,Plasma,30.3,11,Aluvial,47.21,1.558,3717,12.7,2.147,-0.589,72.6,252.8,0.0,169.5,72.0,1.098,89.6
2025,3,Mar,Mar-2025,KPS-A-015,KPS,Estate Kampar Sentosa,Riau,A,Plasma,30.3,11,Aluvial,54.81,1.809,4385,12.5,2.333,-0.524,77.5,465.6,0.0,170.7,40.5,1.098,89.6
2025,4,Apr,Apr-2025,KPS-A-015,KPS,Estate Kampar Sentosa,Riau,A,Plasma,30.3,11,Aluvial,65.88,2.174,5444,12.1,2.47,-0.296,88.0,134.1,15.9,202.2,0.0,1.098,89.6
2025,5,Mei,Mei-2025,KPS-A-015,KPS,Estate Kampar Sentosa,Riau,A,Plasma,30.3,11,Aluvial,71.12,2.347,5347,13.3,2.52,-0.173,93.1,218.3,0.0,218.6,3.0,1.098,89.6
2025,6,Jun,Jun-2025,KPS-A-015,KPS,Estate Kampar Sentosa,Riau,A,Plasma,30.3,11,Aluvial,65.47,2.161,5114,12.8,2.47,-0.309,87.5,111.4,38.6,208.6,3.0,1.098,89.6
2025,7,Jul,Jul-2025,KPS-A-015,KPS,Estate Kampar Sentosa,Riau,A,Plasma,30.3,11,Aluvial,63.08,2.082,4638,13.6,2.333,-0.251,89.2,158.2,0.0,198.2,0.0,1.098,89.6
