LSU_ID,Tahun,TanggalSampling,BlokID,EstateKode,Estate,Wilayah,Afdeling,StatusKebun,LuasHa,TahunTanam,UmurTanaman,JenisTanah,Topografi,SPH,N_Persen,P_Persen,K_Persen,Mg_Persen,Ca_Persen,B_ppm,KritisN,KritisP,KritisK,KritisMg,KritisB,StatusN,StatusP,StatusK,StatusMg,StatusB,Laboratorium
LSU-01753,2025,2025-04-18,KPS-A-013,KPS,Estate Kampar Sentosa,Riau,A,Plasma,29.7,2011,14,Aluvial,Datar,132,2.732,0.1564,1.045,0.253,0.591,14.1,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Optimum,Optimum,Defisit,Lab Agronomi Pusat Palmaraya
LSU-01754,2026,2026-04-15,KPS-A-013,KPS,Estate Kampar Sentosa,Riau,A,Plasma,29.7,2011,15,Aluvial,Datar,132,2.67,0.1462,1.233,0.24,0.668,16.8,2.5,0.15,1.0,0.24,15.0,Optimum,Defisit,Optimum,Optimum,Optimum,Lab Independen Nusa Analitika
LSU-01755,2025,2025-04-28,KPS-A-014,KPS,Estate Kampar Sentosa,Riau,A,Plasma,24.6,2013,12,Mineral,Datar,140,2.43,0.1547,1.087,0.277,0.557,23.0,2.5,0.15,1.0,0.24,15.0,Defisit,Optimum,Optimum,Optimum,Optimum,Lab Independen Nusa Analitika
LSU-01756,2026,2026-04-12,KPS-A-014,KPS,Estate Kampar Sentosa,Riau,A,Plasma,24.6,2013,13,Mineral,Datar,140,2.49,0.1672,1.048,0.281,0.711,20.2,2.5,0.15,1.0,0.24,15.0,Defisit,Optimum,Optimum,Optimum,Optimum,Lab Agronomi Pusat Palmaraya
LSU-01757,2025,2025-04-04,KPS-A-015,KPS,Estate Kampar Sentosa,Riau,A,Plasma,30.3,2014,11,Aluvial,Datar,138,2.737,0.1468,1.12,0.223,0.418,19.6,2.5,0.15,1.0,0.24,15.0,Optimum,Defisit,Optimum,Defisit,Optimum,Lab Agronomi Pusat Palmaraya
LSU-01758,2026,2026-04-16,KPS-A-015,KPS,Estate Kampar Sentosa,Riau,A,Plasma,30.3,2014,12,Aluvial,Datar,138,2.742,0.1432,1.098,0.247,0.584,14.8,2.5,0.15,1.0,0.24,15.0,Optimum,Defisit,Optimum,Optimum,Defisit,Lab Independen Nusa Analitika
LSU-01759,2025,2025-04-08,KPS-A-016,KPS,Estate Kampar Sentosa,Riau,A,Plasma,27.2,2019,6,Mineral,Bergelombang,132,2.609,0.1539,1.267,0.21,0.596,18.5,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Optimum,Defisit,Optimum,Lab Agronomi Pusat Palmaraya
LSU-01760,2026,2026-04-04,KPS-A-016,KPS,Estate Kampar Sentosa,Riau,A,Plasma,27.2,2019,7,Mineral,Bergelombang,132,2.697,0.151,1.089,0.297,0.557,15.8,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Optimum,Optimum,Optimum,Lab Agronomi Pusat Palmaraya
LSU-01761,2025,2025-04-07,KPS-A-017,KPS,Estate Kampar Sentosa,Riau,A,Plasma,30.7,2014,11,Podsolik Merah Kuning,Bergelombang,143,2.49,0.157,1.115,0.264,0.549,22.3,2.5,0.15,1.0,0.24,15.0,Defisit,Optimum,Optimum,Optimum,Optimum,Lab Independen Nusa Analitika
LSU-01762,2026,2026-04-10,KPS-A-017,KPS,Estate Kampar Sentosa,Riau,A,Plasma,30.7,2014,12,Podsolik Merah Kuning,Bergelombang,143,2.544,0.1488,1.099,0.265,0.556,17.1,2.5,0.15,1.0,0.24,15.0,Optimum,Defisit,Optimum,Optimum,Optimum,Lab Agronomi Pusat Palmaraya
LSU-01763,2025,2025-03-04,KPS-A-018,KPS,Estate Kampar Sentosa,Riau,A,Plasma,31.6,2012,13,Aluvial,Bergelombang,135,2.451,0.1575,1.095,0.29,0.472,22.1,2.5,0.15,1.0,0.24,15.0,Defisit,Optimum,Optimum,Optimum,Optimum,Lab Agronomi Pusat Palmaraya
LSU-01764,2026,2026-03-23,KPS-A-018,KPS,Estate Kampar Sentosa,Riau,A,Plasma,31.6,2012,14,Aluvial,Bergelombang,135,2.59,0.147,0.966,0.23,0.678,18.3,2.5,0.15,1.0,0.24,15.0,Optimum,Defisit,Defisit,Defisit,Optimum,Lab Agronomi Pusat Palmaraya
LSU-01765,2025,2025-04-01,KPS-A-019,KPS,Estate Kampar Sentosa,Riau,A,Plasma,26.0,2013,12,Mineral,Datar,132,2.792,0.1417,1.097,0.314,0.658,17.2,2.5,0.15,1.0,0.24,15.0,Optimum,Defisit,Optimum,Optimum,Optimum,Lab Agronomi Pusat Palmaraya
LSU-01766,2026,2026-04-09,KPS-A-019,KPS,Estate Kampar Sentosa,Riau,A,Plasma,26.0,2013,13,Mineral,Datar,132,2.705,0.1387,1.163,0.254,0.478,18.9,2.5,0.15,1.0,0.24,15.0,Optimum,Defisit,Optimum,Optimum,Optimum,Lab Agronomi Pusat Palmaraya
LSU-01767,2025,2025-04-06,KPS-A-020,KPS,Estate Kampar Sentosa,Riau,A,Plasma,28.9,2013,12,Mineral,Bergelombang,135,2.411,0.1413,0.997,0.275,0.5,21.5,2.5,0.15,1.0,0.24,15.0,Defisit,Defisit,Defisit,Optimum,Optimum,Lab Agronomi Pusat Palmaraya
LSU-01768,2026,2026-04-10,KPS-A-020,KPS,Estate Kampar Sentosa,Riau,A,Plasma,28.9,2013,13,Mineral,Bergelombang,135,2.632,0.1519,1.163,0.245,0.681,15.8,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Optimum,Optimum,Optimum,Lab Independen Nusa Analitika
LSU-01769,2025,2025-03-15,KPS-A-021,KPS,Estate Kampar Sentosa,Riau,A,Plasma,31.7,2016,9,Mineral,Bergelombang,128,2.55,0.1492,1.212,0.227,0.535,24.8,2.5,0.15,1.0,0.24,15.0,Optimum,Defisit,Optimum,Defisit,Optimum,Lab Agronomi Pusat Palmaraya
LSU-01770,2026,2026-04-20,KPS-A-021,KPS,Estate Kampar Sentosa,Riau,A,Plasma,31.7,2016,10,Mineral,Bergelombang,128,2.563,0.1401,1.084,0.256,0.686,17.8,2.5,0.15,1.0,0.24,15.0,Optimum,Defisit,Optimum,Optimum,Optimum,Lab Independen Nusa Analitika
LSU-01771,2025,2025-03-08,KPS-A-022,KPS,Estate Kampar Sentosa,Riau,A,Plasma,27.6,2019,6,Aluvial,Bergelombang,138,2.548,0.1498,1.094,0.259,0.687,18.8,2.5,0.15,1.0,0.24,15.0,Optimum,Defisit,Optimum,Optimum,Optimum,Lab Independen Nusa Analitika
LSU-01772,2026,2026-03-16,KPS-A-022,KPS,Estate Kampar Sentosa,Riau,A,Plasma,27.6,2019,7,Aluvial,Bergelombang,138,2.469,0.1695,1.022,0.225,0.682,23.1,2.5,0.15,1.0,0.24,15.0,Defisit,Optimum,Optimum,Defisit,Optimum,Lab Independen Nusa Analitika
LSU-01773,2025,2025-03-16,KPS-A-023,KPS,Estate Kampar Sentosa,Riau,A,Plasma,26.0,2014,11,Mineral,Datar,136,2.669,0.1648,1.065,0.261,0.641,20.4,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Optimum,Optimum,Optimum,Lab Independen Nusa Analitika
LSU-01774,2026,2026-04-28,KPS-A-023,KPS,Estate Kampar Sentosa,Riau,A,Plasma,26.0,2014,12,Mineral,Datar,136,2.521,0.167,1.145,0.249,0.686,24.4,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Optimum,Optimum,Optimum,Lab Agronomi Pusat Palmaraya
LSU-01775,2025,2025-03-28,KPS-A-024,KPS,Estate Kampar Sentosa,Riau,A,Plasma,28.8,2016,9,Gambut,Bergelombang,143,2.282,0.1223,0.93,0.246,0.68,12.0,2.5,0.15,1.0,0.24,15.0,Defisit,Defisit,Defisit,Optimum,Defisit,Lab Independen Nusa Analitika
LSU-01776,2026,2026-03-17,KPS-A-024,KPS,Estate Kampar Sentosa,Riau,A,Plasma,28.8,2016,10,Gambut,Bergelombang,143,2.657,0.1582,1.112,0.224,0.746,11.2,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Optimum,Defisit,Defisit,Lab Independen Nusa Analitika
LSU-01777,2025,2025-04-07,KPS-B-001,KPS,Estate Kampar Sentosa,Riau,B,Plasma,29.9,2018,7,Podsolik Merah Kuning,Datar,143,2.534,0.1617,1.179,0.225,0.575,15.6,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Optimum,Defisit,Optimum,Lab Agronomi Pusat Palmaraya
LSU-01778,2026,2026-04-11,KPS-B-001,KPS,Estate Kampar Sentosa,Riau,B,Plasma,29.9,2018,8,Podsolik Merah Kuning,Datar,143,2.494,0.1594,1.093,0.278,0.534,14.9,2.5,0.15,1.0,0.24,15.0,Defisit,Optimum,Optimum,Optimum,Defisit,Lab Agronomi Pusat Palmaraya
LSU-01779,2025,2025-04-17,KPS-B-002,KPS,Estate Kampar Sentosa,Riau,B,Plasma,30.0,2005,20,Mineral,Datar,130,2.656,0.1771,1.029,0.294,0.618,15.4,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Optimum,Optimum,Optimum,Lab Independen Nusa Analitika
LSU-01780,2026,2026-04-02,KPS-B-002,KPS,Estate Kampar Sentosa,Riau,B,Plasma,30.0,2005,21,Mineral,Datar,130,2.51,0.1445,1.095,0.27,0.636,19.2,2.5,0.15,1.0,0.24,15.0,Optimum,Defisit,Optimum,Optimum,Optimum,Lab Agronomi Pusat Palmaraya
LSU-01781,2025,2025-03-10,KPS-B-003,KPS,Estate Kampar Sentosa,Riau,B,Plasma,28.1,2015,10,Mineral,Datar,130,2.775,0.1446,1.013,0.283,0.632,21.4,2.5,0.15,1.0,0.24,15.0,Optimum,Defisit,Optimum,Optimum,Optimum,Lab Independen Nusa Analitika
LSU-01782,2026,2026-04-13,KPS-B-003,KPS,Estate Kampar Sentosa,Riau,B,Plasma,28.1,2015,11,Mineral,Datar,130,2.53,0.1524,1.19,0.297,0.69,15.0,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Optimum,Optimum,Optimum,Lab Agronomi Pusat Palmaraya
LSU-01783,2025,2025-04-08,KPS-B-004,KPS,Estate Kampar Sentosa,Riau,B,Plasma,25.1,2019,6,Podsolik Merah Kuning,Datar,143,2.637,0.1534,1.237,0.198,0.8,21.9,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Optimum,Defisit,Optimum,Lab Agronomi Pusat Palmaraya
LSU-01784,2026,2026-03-03,KPS-B-004,KPS,Estate Kampar Sentosa,Riau,B,Plasma,25.1,2019,7,Podsolik Merah Kuning,Datar,143,2.536,0.1578,1.023,0.306,0.56,14.9,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Optimum,Optimum,Defisit,Lab Agronomi Pusat Palmaraya
LSU-01785,2025,2025-04-15,KPS-B-005,KPS,Estate Kampar Sentosa,Riau,B,Plasma,31.3,2012,13,Podsolik Merah Kuning,Datar,138,2.64,0.1422,1.127,0.275,0.565,18.3,2.5,0.15,1.0,0.24,15.0,Optimum,Defisit,Optimum,Optimum,Optimum,Lab Agronomi Pusat Palmaraya
LSU-01786,2026,2026-03-13,KPS-B-005,KPS,Estate Kampar Sentosa,Riau,B,Plasma,31.3,2012,14,Podsolik Merah Kuning,Datar,138,2.454,0.1527,1.185,0.257,0.681,16.8,2.5,0.15,1.0,0.24,15.0,Defisit,Optimum,Optimum,Optimum,Optimum,Lab Agronomi Pusat Palmaraya
LSU-01787,2025,2025-04-12,KPS-B-006,KPS,Estate Kampar Sentosa,Riau,B,Plasma,30.0,2009,16,Gambut,Berbukit,132,2.535,0.1632,1.158,0.257,0.72,15.1,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Optimum,Optimum,Optimum,Lab Independen Nusa Analitika
LSU-01788,2026,2026-04-10,KPS-B-006,KPS,Estate Kampar Sentosa,Riau,B,Plasma,30.0,2009,17,Gambut,Berbukit,132,2.601,0.1738,0.986,0.241,0.683,17.6,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Defisit,Optimum,Optimum,Lab Agronomi Pusat Palmaraya
LSU-01789,2025,2025-04-03,KPS-B-007,KPS,Estate Kampar Sentosa,Riau,B,Plasma,26.3,2017,8,Podsolik Merah Kuning,Bergelombang,143,2.769,0.1543,1.245,0.25,0.504,18.1,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Optimum,Optimum,Optimum,Lab Independen Nusa Analitika
LSU-01790,2026,2026-04-28,KPS-B-007,KPS,Estate Kampar Sentosa,Riau,B,Plasma,26.3,2017,9,Podsolik Merah Kuning,Bergelombang,143,2.837,0.1613,1.027,0.311,0.59,15.5,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Optimum,Optimum,Optimum,Lab Agronomi Pusat Palmaraya
LSU-01791,2025,2025-03-18,KPS-B-008,KPS,Estate Kampar Sentosa,Riau,B,Plasma,28.7,2015,10,Mineral,Berbukit,132,2.485,0.1425,1.02,0.279,0.639,17.8,2.5,0.15,1.0,0.24,15.0,Defisit,Defisit,Optimum,Optimum,Optimum,Lab Agronomi Pusat Palmaraya
LSU-01792,2026,2026-04-04,KPS-B-008,KPS,Estate Kampar Sentosa,Riau,B,Plasma,28.7,2015,11,Mineral,Berbukit,132,2.516,0.1555,1.044,0.275,0.735,14.5,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Optimum,Optimum,Defisit,Lab Agronomi Pusat Palmaraya
LSU-01793,2025,2025-04-23,KPS-B-009,KPS,Estate Kampar Sentosa,Riau,B,Plasma,25.9,2019,6,Podsolik Merah Kuning,Datar,132,2.555,0.1534,1.144,0.288,0.608,12.2,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Optimum,Optimum,Defisit,Lab Independen Nusa Analitika
LSU-01794,2026,2026-04-01,KPS-B-009,KPS,Estate Kampar Sentosa,Riau,B,Plasma,25.9,2019,7,Podsolik Merah Kuning,Datar,132,2.526,0.1644,1.101,0.257,0.579,18.4,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Optimum,Optimum,Optimum,Lab Independen Nusa Analitika
LSU-01795,2025,2025-04-20,KPS-B-010,KPS,Estate Kampar Sentosa,Riau,B,Plasma,30.1,2015,10,Mineral,Bergelombang,130,2.711,0.1256,1.128,0.265,0.564,19.4,2.5,0.15,1.0,0.24,15.0,Optimum,Defisit,Optimum,Optimum,Optimum,Lab Agronomi Pusat Palmaraya
LSU-01796,2026,2026-03-09,KPS-B-010,KPS,Estate Kampar Sentosa,Riau,B,Plasma,30.1,2015,11,Mineral,Bergelombang,130,2.606,0.1522,1.164,0.241,0.648,17.5,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Optimum,Optimum,Optimum,Lab Agronomi Pusat Palmaraya
LSU-01797,2025,2025-03-08,KPS-B-011,KPS,Estate Kampar Sentosa,Riau,B,Plasma,25.8,2007,18,Gambut,Datar,143,2.588,0.1635,1.121,0.251,0.632,12.1,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Optimum,Optimum,Defisit,Lab Independen Nusa Analitika
LSU-01798,2026,2026-03-26,KPS-B-011,KPS,Estate Kampar Sentosa,Riau,B,Plasma,25.8,2007,19,Gambut,Datar,143,2.427,0.149,1.122,0.294,0.576,15.3,2.5,0.15,1.0,0.24,15.0,Defisit,Defisit,Optimum,Optimum,Optimum,Lab Independen Nusa Analitika
LSU-01799,2025,2025-03-01,KPS-B-012,KPS,Estate Kampar Sentosa,Riau,B,Plasma,31.3,2010,15,Mineral,Bergelombang,138,2.726,0.1586,1.109,0.248,0.609,16.0,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Optimum,Optimum,Optimum,Lab Agronomi Pusat Palmaraya
LSU-01800,2026,2026-04-21,KPS-B-012,KPS,Estate Kampar Sentosa,Riau,B,Plasma,31.3,2010,16,Mineral,Bergelombang,138,2.59,0.1506,1.211,0.26,0.558,24.6,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Optimum,Optimum,Optimum,Lab Independen Nusa Analitika
LSU-01801,2025,2025-03-28,KPS-B-013,KPS,Estate Kampar Sentosa,Riau,B,Plasma,31.7,2018,7,Podsolik Merah Kuning,Bergelombang,130,2.606,0.1689,1.06,0.229,0.585,15.8,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Optimum,Defisit,Optimum,Lab Independen Nusa Analitika
LSU-01802,2026,2026-04-10,KPS-B-013,KPS,Estate Kampar Sentosa,Riau,B,Plasma,31.7,2018,8,Podsolik Merah Kuning,Bergelombang,130,2.607,0.1597,1.1,0.219,0.575,18.5,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Optimum,Defisit,Optimum,Lab Agronomi Pusat Palmaraya
LSU-01803,2025,2025-04-10,KPS-B-014,KPS,Estate Kampar Sentosa,Riau,B,Plasma,29.1,2018,7,Podsolik Merah Kuning,Datar,130,2.609,0.1552,1.347,0.31,0.701,25.1,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Optimum,Optimum,Optimum,Lab Agronomi Pusat Palmaraya
LSU-01804,2026,2026-03-04,KPS-B-014,KPS,Estate Kampar Sentosa,Riau,B,Plasma,29.1,2018,8,Podsolik Merah Kuning,Datar,130,2.446,0.1517,0.841,0.268,0.732,21.8,2.5,0.15,1.0,0.24,15.0,Defisit,Optimum,Defisit,Optimum,Optimum,Lab Independen Nusa Analitika
LSU-01805,2025,2025-04-11,KPS-B-015,KPS,Estate Kampar Sentosa,Riau,B,Plasma,26.2,2017,8,Podsolik Merah Kuning,Datar,132,2.682,0.1326,1.125,0.29,0.613,7.2,2.5,0.15,1.0,0.24,15.0,Optimum,Defisit,Optimum,Optimum,Defisit,Lab Agronomi Pusat Palmaraya
LSU-01806,2026,2026-04-14,KPS-B-015,KPS,Estate Kampar Sentosa,Riau,B,Plasma,26.2,2017,9,Podsolik Merah Kuning,Datar,132,2.808,0.1646,1.121,0.327,0.803,25.2,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Optimum,Optimum,Optimum,Lab Agronomi Pusat Palmaraya
LSU-01807,2025,2025-04-09,KPS-B-016,KPS,Estate Kampar Sentosa,Riau,B,Plasma,31.9,2009,16,Podsolik Merah Kuning,Datar,143,2.541,0.1674,1.218,0.272,0.705,21.7,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Optimum,Optimum,Optimum,Lab Agronomi Pusat Palmaraya
LSU-01808,2026,2026-03-28,KPS-B-016,KPS,Estate Kampar Sentosa,Riau,B,Plasma,31.9,2009,17,Podsolik Merah Kuning,Datar,143,2.529,0.1636,1.031,0.287,0.602,15.1,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Optimum,Optimum,Optimum,Lab Agronomi Pusat Palmaraya
LSU-01809,2025,2025-03-17,KPS-B-017,KPS,Estate Kampar Sentosa,Riau,B,Plasma,29.3,2017,8,Aluvial,Datar,136,2.724,0.1345,1.349,0.273,0.615,15.0,2.5,0.15,1.0,0.24,15.0,Optimum,Defisit,Optimum,Optimum,Optimum,Lab Independen Nusa Analitika
LSU-01810,2026,2026-04-14,KPS-B-017,KPS,Estate Kampar Sentosa,Riau,B,Plasma,29.3,2017,9,Aluvial,Datar,136,2.491,0.1514,1.077,0.254,0.617,11.1,2.5,0.15,1.0,0.24,15.0,Defisit,Optimum,Optimum,Optimum,Defisit,Lab Independen Nusa Analitika
LSU-01811,2025,2025-04-19,KPS-B-018,KPS,Estate Kampar Sentosa,Riau,B,Plasma,31.2,2014,11,Mineral,Bergelombang,135,2.571,0.1527,1.142,0.264,0.672,16.5,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Optimum,Optimum,Optimum,Lab Independen Nusa Analitika
LSU-01812,2026,2026-04-05,KPS-B-018,KPS,Estate Kampar Sentosa,Riau,B,Plasma,31.2,2014,12,Mineral,Bergelombang,135,2.601,0.1706,1.247,0.286,0.514,21.9,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Optimum,Optimum,Optimum,Lab Agronomi Pusat Palmaraya
LSU-01813,2025,2025-04-19,KPS-B-019,KPS,Estate Kampar Sentosa,Riau,B,Plasma,24.1,2019,6,Podsolik Merah Kuning,Datar,143,2.506,0.1481,1.144,0.308,0.622,18.3,2.5,0.15,1.0,0.24,15.0,Optimum,Defisit,Optimum,Optimum,Optimum,Lab Agronomi Pusat Palmaraya
LSU-01814,2026,2026-03-05,KPS-B-019,KPS,Estate Kampar Sentosa,Riau,B,Plasma,24.1,2019,7,Podsolik Merah Kuning,Datar,143,2.742,0.154,1.031,0.254,0.585,17.7,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Optimum,Optimum,Optimum,Lab Independen Nusa Analitika
LSU-01815,2025,2025-04-26,KPS-B-020,KPS,Estate Kampar Sentosa,Riau,B,Plasma,24.0,2017,8,Gambut,Berbukit,136,2.565,0.1711,1.201,0.267,0.689,11.5,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Optimum,Optimum,Defisit,Lab Agronomi Pusat Palmaraya
LSU-01816,2026,2026-04-21,KPS-B-020,KPS,Estate Kampar Sentosa,Riau,B,Plasma,24.0,2017,9,Gambut,Berbukit,136,2.635,0.1624,1.073,0.27,0.544,11.7,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Optimum,Optimum,Defisit,Lab Agronomi Pusat Palmaraya
LSU-01817,2025,2025-03-18,KPS-B-021,KPS,Estate Kampar Sentosa,Riau,B,Plasma,26.5,2012,13,Aluvial,Berbukit,130,2.704,0.1693,1.24,0.27,0.626,16.6,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Optimum,Optimum,Optimum,Lab Agronomi Pusat Palmaraya
LSU-01818,2026,2026-04-12,KPS-B-021,KPS,Estate Kampar Sentosa,Riau,B,Plasma,26.5,2012,14,Aluvial,Berbukit,130,2.553,0.1629,1.123,0.199,0.793,19.1,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Optimum,Defisit,Optimum,Lab Agronomi Pusat Palmaraya
LSU-01819,2025,2025-04-26,KPS-B-022,KPS,Estate Kampar Sentosa,Riau,B,Plasma,27.0,2018,7,Gambut,Berbukit,143,2.436,0.1814,1.136,0.304,0.642,13.5,2.5,0.15,1.0,0.24,15.0,Defisit,Optimum,Optimum,Optimum,Defisit,Lab Agronomi Pusat Palmaraya
LSU-01820,2026,2026-03-24,KPS-B-022,KPS,Estate Kampar Sentosa,Riau,B,Plasma,27.0,2018,8,Gambut,Berbukit,143,2.514,0.1712,1.068,0.27,0.627,18.8,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Optimum,Optimum,Optimum,Lab Independen Nusa Analitika
LSU-01821,2025,2025-04-22,KPS-B-023,KPS,Estate Kampar Sentosa,Riau,B,Plasma,30.6,2012,13,Gambut,Datar,138,2.441,0.144,1.116,0.268,0.495,6.0,2.5,0.15,1.0,0.24,15.0,Defisit,Defisit,Optimum,Optimum,Defisit,Lab Independen Nusa Analitika
LSU-01822,2026,2026-04-06,KPS-B-023,KPS,Estate Kampar Sentosa,Riau,B,Plasma,30.6,2012,14,Gambut,Datar,138,2.53,0.1452,1.119,0.29,0.521,13.6,2.5,0.15,1.0,0.24,15.0,Optimum,Defisit,Optimum,Optimum,Defisit,Lab Independen Nusa Analitika
LSU-01823,2025,2025-03-03,KPS-B-024,KPS,Estate Kampar Sentosa,Riau,B,Plasma,25.8,2010,15,Podsolik Merah Kuning,Bergelombang,143,2.524,0.1585,1.188,0.275,0.552,15.5,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Optimum,Optimum,Optimum,Lab Agronomi Pusat Palmaraya
LSU-01824,2026,2026-03-03,KPS-B-024,KPS,Estate Kampar Sentosa,Riau,B,Plasma,25.8,2010,16,Podsolik Merah Kuning,Bergelombang,143,2.58,0.1584,1.239,0.213,0.598,23.6,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Optimum,Defisit,Optimum,Lab Independen Nusa Analitika
LSU-01825,2025,2025-03-22,KPS-C-001,KPS,Estate Kampar Sentosa,Riau,C,Plasma,30.6,2009,16,Podsolik Merah Kuning,Datar,143,2.577,0.1732,1.193,0.273,0.642,18.7,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Optimum,Optimum,Optimum,Lab Agronomi Pusat Palmaraya
LSU-01826,2026,2026-03-03,KPS-C-001,KPS,Estate Kampar Sentosa,Riau,C,Plasma,30.6,2009,17,Podsolik Merah Kuning,Datar,143,2.66,0.152,0.977,0.259,0.714,24.5,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Defisit,Optimum,Optimum,Lab Independen Nusa Analitika
LSU-01827,2025,2025-03-13,KPS-C-002,KPS,Estate Kampar Sentosa,Riau,C,Plasma,27.5,2012,13,Mineral,Datar,136,2.522,0.1555,1.069,0.263,0.607,14.6,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Optimum,Optimum,Defisit,Lab Independen Nusa Analitika
LSU-01828,2026,2026-03-16,KPS-C-002,KPS,Estate Kampar Sentosa,Riau,C,Plasma,27.5,2012,14,Mineral,Datar,136,2.592,0.1661,1.065,0.187,0.575,14.9,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Optimum,Defisit,Defisit,Lab Agronomi Pusat Palmaraya
LSU-01829,2025,2025-04-02,KPS-C-003,KPS,Estate Kampar Sentosa,Riau,C,Plasma,28.4,2014,11,Podsolik Merah Kuning,Datar,130,2.545,0.1625,1.156,0.269,0.695,15.2,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Optimum,Optimum,Optimum,Lab Independen Nusa Analitika
LSU-01830,2026,2026-04-15,KPS-C-003,KPS,Estate Kampar Sentosa,Riau,C,Plasma,28.4,2014,12,Podsolik Merah Kuning,Datar,130,2.583,0.1564,1.162,0.229,0.613,13.0,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Optimum,Defisit,Defisit,Lab Agronomi Pusat Palmaraya
LSU-01831,2025,2025-04-01,KPS-C-004,KPS,Estate Kampar Sentosa,Riau,C,Plasma,29.5,2015,10,Mineral,Berbukit,138,2.487,0.1478,1.184,0.205,0.633,21.0,2.5,0.15,1.0,0.24,15.0,Defisit,Defisit,Optimum,Defisit,Optimum,Lab Agronomi Pusat Palmaraya
LSU-01832,2026,2026-03-25,KPS-C-004,KPS,Estate Kampar Sentosa,Riau,C,Plasma,29.5,2015,11,Mineral,Berbukit,138,2.612,0.1813,1.268,0.273,0.707,8.9,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Optimum,Optimum,Defisit,Lab Independen Nusa Analitika
LSU-01833,2025,2025-03-25,KPS-C-005,KPS,Estate Kampar Sentosa,Riau,C,Plasma,28.1,2016,9,Mineral,Datar,143,2.415,0.156,1.016,0.241,0.693,14.8,2.5,0.15,1.0,0.24,15.0,Defisit,Optimum,Optimum,Optimum,Defisit,Lab Independen Nusa Analitika
LSU-01834,2026,2026-04-12,KPS-C-005,KPS,Estate Kampar Sentosa,Riau,C,Plasma,28.1,2016,10,Mineral,Datar,143,2.377,0.1517,0.934,0.282,0.716,15.4,2.5,0.15,1.0,0.24,15.0,Defisit,Optimum,Defisit,Optimum,Optimum,Lab Agronomi Pusat Palmaraya
LSU-01835,2025,2025-03-17,KPS-C-006,KPS,Estate Kampar Sentosa,Riau,C,Plasma,28.7,2013,12,Mineral,Datar,140,2.479,0.1454,1.129,0.263,0.649,20.1,2.5,0.15,1.0,0.24,15.0,Defisit,Defisit,Optimum,Optimum,Optimum,Lab Agronomi Pusat Palmaraya
LSU-01836,2026,2026-04-15,KPS-C-006,KPS,Estate Kampar Sentosa,Riau,C,Plasma,28.7,2013,13,Mineral,Datar,140,2.755,0.1424,1.149,0.264,0.662,15.1,2.5,0.15,1.0,0.24,15.0,Optimum,Defisit,Optimum,Optimum,Optimum,Lab Agronomi Pusat Palmaraya
